ablation,arrival_count,average_communication_delay_s,average_end_to_end_delay_s,average_energy_j,average_reward_per_request,average_slot_crossings,bandit_action_count,bandit_updated,epoch,execution_agent,failure_count,feasible_count,p95_end_to_end_delay_s,processed_request_count,request_count,route_estimate_cache_hits,route_estimate_cache_misses,route_mode_local_count,route_mode_min_cost_max_flow_count,routing_precomputed_nodes,routing_precomputed_slots,routing_route_result_hits,routing_route_result_misses,routing_shortest_path_hits,routing_shortest_path_misses,seed,service_routing_strategy,slot_duration_s,slot_mod,slot_start_time_s,success_rate,task_completion_rate,total_reward
sc_nfv,9,1.5104090298605146,39.91620005355513,1719.1467430974292,-16.99796806728051,0.0945945945945946,0,False,78,SCNFVChainingOrbitExecutionAgent,0,9,76.29302452485956,9,9,6887,71816,,74,180,606,3125,71995,0,0,44,min_cost_max_flow,10.0,77,770.0,1.0,1.0,-152.9817126055246
sc_nfv,6,1.1580271897205614,58.37780482123151,2816.60522311844,-25.041085062363667,0.08450704225352113,0,False,79,SCNFVChainingOrbitExecutionAgent,0,6,80.88678802040147,6,6,7019,73253,4,67,180,606,3196,73432,0,0,44,min_cost_max_flow,10.0,78,780.0,1.0,1.0,-150.246510374182
sc_nfv,2,1.6075757772712034,25.806296252907828,1240.5948188434722,-11.066875392469216,0.08333333333333333,4,True,80,SCNFVChainingOrbitExecutionAgent,0,2,26.94118444732726,2,2,7036,73562,,12,180,606,3211,73766,0,0,44,min_cost_max_flow,10.0,79,790.0,1.0,1.0,-22.13375078493843
sc_nfv,5,1.170935931418942,54.161085016229435,2579.875429652755,-23.212359264283428,0.10909090909090909,0,False,81,SCNFVChainingOrbitExecutionAgent,0,5,79.05197580318065,5,5,7197,74648,,55,180,606,3262,74856,0,0,44,min_cost_max_flow,10.0,80,800.0,1.0,1.0,-116.06179632141713
sc_nfv,6,1.3700160502138519,59.953638081875965,2678.7738979708784,-25.588719571532916,0.09859154929577464,0,False,82,SCNFVChainingOrbitExecutionAgent,0,6,85.94588542580766,6,6,7321,76112,1,70,180,606,3333,76320,0,0,44,min_cost_max_flow,10.0,81,810.0,1.0,1.0,-153.5323174291975
sc_nfv,8,1.5556674463398106,35.4598230120198,1525.5415531159572,-15.099254136677494,0.14285714285714285,0,False,83,SCNFVChainingOrbitExecutionAgent,0,8,59.97636871937323,8,8,7424,77636,2,61,180,606,3396,77844,0,0,44,min_cost_max_flow,10.0,82,820.0,1.0,1.0,-120.79403309341996
sc_nfv,10,1.5309868764014483,43.69890750992196,1922.5721716032535,-18.633106306930735,0.12941176470588237,0,False,84,SCNFVChainingOrbitExecutionAgent,0,10,95.26249851386672,10,10,7582,79587,4,81,180,606,3481,79795,0,0,44,min_cost_max_flow,10.0,83,830.0,1.0,1.0,-186.33106306930733
sc_nfv,4,1.1809001350279453,37.61591792002534,1767.888744412418,-16.107100414657587,0.058823529411764705,0,False,85,SCNFVChainingOrbitExecutionAgent,0,4,67.33384442725219,4,4,7646,80398,,34,180,606,3515,80606,0,0,44,min_cost_max_flow,10.0,84,840.0,1.0,1.0,-64.42840165863035
sc_nfv,5,1.8534210628818724,38.898208244333276,1510.394918845724,-16.465520249040743,0.17142857142857143,0,False,86,SCNFVChainingOrbitExecutionAgent,0,5,71.50946969269319,5,5,7702,81298,2,33,180,606,3550,81506,0,0,44,min_cost_max_flow,10.0,85,850.0,1.0,1.0,-82.32760124520372
sc_nfv,6,1.5966543625956187,29.930956825618125,1191.860040468396,-12.68749875452829,0.15217391304347827,0,False,87,SCNFVChainingOrbitExecutionAgent,0,6,37.55831371149554,6,6,8076,82116,4,42,180,606,3590,82330,0,0,44,min_cost_max_flow,10.0,86,860.0,1.0,1.0,-76.12499252716974
sc_nfv,5,1.7373439224935254,40.349608870092766,1668.0507963968116,-17.140674025875192,0.15,0,False,88,SCNFVChainingOrbitExecutionAgent,0,5,88.43236460069988,5,5,8144,83095,3,37,180,606,3630,83309,0,0,44,min_cost_max_flow,10.0,87,870.0,1.0,1.0,-85.70337012937597
sc_nfv,7,1.781053537711128,44.02319569758674,1797.1589912883671,-18.68757367380772,0.12903225806451613,0,False,89,SCNFVChainingOrbitExecutionAgent,0,7,71.85779831668071,7,7,8243,84538,,62,180,606,3692,84752,0,0,44,min_cost_max_flow,10.0,88,880.0,1.0,1.0,-130.81301571665404
sc_nfv,4,1.790425507105696,63.775501292704945,2744.1459699434517,-27.156688099048047,0.22448979591836735,4,True,90,SCNFVChainingOrbitExecutionAgent,0,4,71.45917612342441,4,4,8330,85566,2,47,180,606,3741,85784,0,0,44,min_cost_max_flow,10.0,89,890.0,1.0,1.0,-108.62675239619219
sc_nfv,1,1.7889639635249825,21.74777252797321,687.5078179339733,-9.111613701949668,0.16666666666666666,0,False,91,SCNFVChainingOrbitExecutionAgent,0,1,21.74777252797321,1,1,8340,85723,,6,180,606,3747,85941,0,0,44,min_cost_max_flow,10.0,90,900.0,1.0,1.0,-9.111613701949668
sc_nfv,7,1.5500153181999818,44.14895436363627,1881.5885010294235,-18.788534846072164,0.208955223880597,0,False,92,SCNFVChainingOrbitExecutionAgent,0,7,76.21368755070523,7,7,8452,87224,2,65,180,606,3814,87442,0,0,44,min_cost_max_flow,10.0,91,910.0,1.0,1.0,-131.51974392250514
sc_nfv,4,1.4290518562996415,24.967452059962767,1077.1439918148596,-10.633267219074023,0.08333333333333333,0,False,93,SCNFVChainingOrbitExecutionAgent,0,4,29.781136117505525,4,4,8491,87861,,24,180,606,3838,88079,0,0,44,min_cost_max_flow,10.0,92,920.0,1.0,1.0,-42.53306887629609
sc_nfv,5,1.7879505927594408,41.94673691278122,1719.3714126234474,-17.810317612686553,0.125,0,False,94,SCNFVChainingOrbitExecutionAgent,0,5,94.58139350466718,5,5,8565,88778,1,39,180,606,3878,88996,0,0,44,min_cost_max_flow,10.0,93,930.0,1.0,1.0,-89.05158806343277
sc_nfv,3,1.6260888922061392,50.6661559317968,2236.254700520025,-21.60821519303074,0.17857142857142858,0,False,95,SCNFVChainingOrbitExecutionAgent,0,3,67.3345973544757,3,3,8613,89402,2,26,180,606,3906,89620,0,0,44,min_cost_max_flow,10.0,94,940.0,1.0,1.0,-64.82464557909222
sc_nfv,3,1.6082225693632368,26.337840452447193,1079.8396047063056,-11.18303994380266,0.1111111111111111,0,False,96,SCNFVChainingOrbitExecutionAgent,0,3,32.86493849791327,3,3,8644,89871,,18,180,606,3924,90089,0,0,44,min_cost_max_flow,10.0,95,950.0,1.0,1.0,-33.54911983140798
sc_nfv,5,1.7345507607636914,66.63142876358086,2895.707358329797,-28.38999592043022,0.18333333333333332,0,False,97,SCNFVChainingOrbitExecutionAgent,0,5,97.48938758455176,5,5,8744,91106,,60,180,606,3984,91324,0,0,44,min_cost_max_flow,10.0,96,960.0,1.0,1.0,-141.9499796021511
sc_nfv,3,1.9734888116749592,24.528235499540717,857.8674145059038,-10.32601464851983,0.2222222222222222,0,False,98,SCNFVChainingOrbitExecutionAgent,0,3,27.386737697289277,3,3,8771,91587,,18,180,606,4002,91805,0,0,44,min_cost_max_flow,10.0,97,970.0,1.0,1.0,-30.97804394555949
sc_nfv,6,1.5993316368656316,52.447079769960624,2218.0480032950736,-22.309660709961292,0.14084507042253522,0,False,99,SCNFVChainingOrbitExecutionAgent,0,6,61.16553725453991,6,6,9107,92894,1,70,180,606,4065,93120,0,0,44,min_cost_max_flow,10.0,98,980.0,1.0,1.0,-133.85796425976775
sc_nfv,5,1.50713069390207,38.53148351509833,1660.7544991731138,-16.4090461055432,0.15,4,True,100,SCNFVChainingOrbitExecutionAgent,0,5,60.20483234231199,5,5,9261,93774,,40,180,606,4102,94007,0,0,44,min_cost_max_flow,10.0,99,990.0,1.0,1.0,-82.045230527716
sc_nfv,7,1.4888871492539633,35.78113931357786,1564.6609958336617,-15.251252322931341,0.10526315789473684,0,False,101,SCNFVChainingOrbitExecutionAgent,0,7,59.47895738872489,7,7,9369,95120,2,55,180,606,4159,95353,0,0,44,min_cost_max_flow,10.0,100,1000.0,1.0,1.0,-106.7587662605194
sc_nfv,4,1.849471100631837,44.90430732827778,1861.1741131531637,-19.07842739920301,0.1794871794871795,0,False,102,SCNFVChainingOrbitExecutionAgent,0,4,71.99016676779729,4,4,9434,95996,1,38,180,606,4198,96229,0,0,44,min_cost_max_flow,10.0,101,1010.0,1.0,1.0,-76.31370959681205
sc_nfv,6,1.6772106997440943,38.58332321537741,1517.235488928852,-16.343670579508274,0.16071428571428573,0,False,103,SCNFVChainingOrbitExecutionAgent,0,6,72.29282886403905,6,6,9531,97243,2,54,180,606,4254,97476,0,0,44,min_cost_max_flow,10.0,102,1020.0,1.0,1.0,-98.06202347704965
sc_nfv,3,2.2081579572853354,43.62838052876365,1810.0318874253026,-18.537371343960643,0.17391304347826086,0,False,104,SCNFVChainingOrbitExecutionAgent,0,3,62.85754853165099,3,3,9591,97777,2,21,180,606,4277,98010,0,0,44,min_cost_max_flow,10.0,103,1030.0,1.0,1.0,-55.61211403188193
sc_nfv,4,1.7940736514810538,32.04924321158171,1249.0890713657236,-13.56915072745212,0.13793103448275862,0,False,105,SCNFVChainingOrbitExecutionAgent,0,4,41.484434682987285,4,4,9646,98482,3,26,180,606,4306,98715,0,0,44,min_cost_max_flow,10.0,104,1040.0,1.0,1.0,-54.27660290980848
sc_nfv,6,1.6125622409024345,28.420621896201585,1156.673120112768,-12.062252630548295,0.0975609756097561,0,False,106,SCNFVChainingOrbitExecutionAgent,0,6,57.357753917349555,6,6,9708,99510,1,40,180,606,4347,99743,0,0,44,min_cost_max_flow,10.0,105,1050.0,1.0,1.0,-72.37351578328978
sc_nfv,6,1.8160562278853507,39.593627875223284,1521.306442525408,-16.750235015604556,0.19642857142857142,0,False,107,SCNFVChainingOrbitExecutionAgent,0,6,53.288754988469236,6,6,9904,100704,4,52,180,606,4403,100937,0,0,44,min_cost_max_flow,10.0,106,1060.0,1.0,1.0,-100.50141009362734
sc_nfv,4,1.8691438023838134,38.8693036857336,1393.4610830190602,-16.383798124104878,0.1282051282051282,0,False,108,SCNFVChainingOrbitExecutionAgent,0,4,69.90429727315131,4,4,9965,101591,2,37,180,606,4442,101824,0,0,44,min_cost_max_flow,10.0,107,1070.0,1.0,1.0,-65.53519249641951
sc_nfv,6,1.7433298113301745,27.20937188278371,1010.6416624494865,-11.490133750583176,0.21951219512195122,0,False,109,SCNFVChainingOrbitExecutionAgent,0,6,43.445343414681474,6,6,10026,102631,,41,180,606,4483,102864,0,0,44,min_cost_max_flow,10.0,108,1080.0,1.0,1.0,-68.94080250349906
sc_nfv,6,1.2380621089950645,49.42190355158542,2349.9769045775965,-21.17874756338073,0.13114754098360656,4,True,110,SCNFVChainingOrbitExecutionAgent,0,6,80.18780634265886,6,6,10141,103930,1,60,180,606,4544,104167,0,0,44,min_cost_max_flow,10.0,109,1090.0,1.0,1.0,-127.07248538028438
sc_nfv,10,1.5894816979279713,44.49978574087038,1958.2720079639366,-18.974877501126514,0.15294117647058825,0,False,111,SCNFVChainingOrbitExecutionAgent,0,10,82.2492293337009,10,10,10502,105667,1,84,180,606,4614,105919,0,0,44,min_cost_max_flow,10.0,110,1100.0,1.0,1.0,-189.74877501126514
sc_nfv,6,2.0614850491597183,42.7805477566687,1665.832227426874,-18.111718439123603,0.1956521739130435,0,False,112,SCNFVChainingOrbitExecutionAgent,0,6,90.54353747218101,6,6,10759,106568,,46,180,606,4653,106827,0,0,44,min_cost_max_flow,10.0,111,1110.0,1.0,1.0,-108.67031063474163
sc_nfv,9,1.3973908982780412,43.5530875690983,1896.589805006519,-18.559188910643233,0.0851063829787234,0,False,113,SCNFVChainingOrbitExecutionAgent,0,9,64.78552955343662,9,9,11110,108442,6,88,180,606,4741,108707,0,0,44,min_cost_max_flow,10.0,112,1120.0,1.0,1.0,-167.0327001957891
sc_nfv,6,1.6436980399635186,42.98528720627113,1848.8290352860981,-18.303412303680116,0.10714285714285714,0,False,114,SCNFVChainingOrbitExecutionAgent,0,6,65.69410069410219,6,6,11212,109699,,56,180,606,4797,109964,0,0,44,min_cost_max_flow,10.0,113,1130.0,1.0,1.0,-109.8204738220807
sc_nfv,10,1.7267109320759175,45.33744102672345,1926.6070299205383,-19.2909406286417,0.1125,0,False,115,SCNFVChainingOrbitExecutionAgent,0,10,70.4670608735139,10,10,11801,111138,,80,180,606,4853,111427,0,0,44,min_cost_max_flow,10.0,114,1140.0,1.0,1.0,-192.909406286417
sc_nfv,4,1.6167430374493077,70.73313648899028,3159.645763745413,-30.18904205384336,0.14814814814814814,0,False,116,SCNFVChainingOrbitExecutionAgent,0,4,82.2035383397947,4,4,11892,112221,2,52,180,606,4907,112510,0,0,44,min_cost_max_flow,10.0,115,1150.0,1.0,1.0,-120.75616821537344
sc_nfv,4,1.7878663728322801,40.36908134612389,1625.1062137412248,-17.12269626669429,0.2413793103448276,0,False,117,SCNFVChainingOrbitExecutionAgent,0,4,49.34296430975928,4,4,11947,112917,1,28,180,606,4936,113206,0,0,44,min_cost_max_flow,10.0,116,1160.0,1.0,1.0,-68.49078506677716
sc_nfv,1,2.1626358918489874,64.18874659272728,2789.176548904104,-27.349004566433376,0.45454545454545453,0,False,118,SCNFVChainingOrbitExecutionAgent,0,1,64.18874659272728,1,1,11967,113157,1,10,180,606,4947,113446,0,0,44,min_cost_max_flow,10.0,117,1170.0,1.0,1.0,-27.349004566433376
sc_nfv,5,1.419023622145581,27.59134014895676,1209.7725867686956,-11.762399611643922,0.1,0,False,119,SCNFVChainingOrbitExecutionAgent,0,5,38.91252051658921,5,5,12025,113948,1,29,180,606,4977,114237,0,0,44,min_cost_max_flow,10.0,118,1180.0,1.0,1.0,-58.81199805821961
sc_nfv,4,1.5196447578414494,35.22946100934564,1561.9745158230046,-15.02896911323206,0.06896551724137931,4,True,120,SCNFVChainingOrbitExecutionAgent,0,4,56.3166759983269,4,4,12075,114666,1,28,180,606,5009,114977,0,0,44,min_cost_max_flow,10.0,119,1190.0,1.0,1.0,-60.11587645292824
sc_nfv,6,1.36039851641383,42.24999839045188,1943.003615315496,-18.06580152537005,0.13725490196078433,0,False,121,SCNFVChainingOrbitExecutionAgent,0,6,64.65107792913363,6,6,12165,115826,4,47,180,606,5060,116137,0,0,44,min_cost_max_flow,10.0,120,1200.0,1.0,1.0,-108.39480915222029
sc_nfv,4,1.7265640100642474,49.488305209996156,2095.1630647066972,-21.052419922822484,0.15384615384615385,0,False,122,SCNFVChainingOrbitExecutionAgent,0,4,83.55045693482339,4,4,12231,116685,,39,180,606,5099,116996,0,0,44,min_cost_max_flow,10.0,121,1210.0,1.0,1.0,-84.20967969128994
sc_nfv,7,1.5332161299192602,58.56217501856882,2574.7667365215157,-24.969730049340438,0.1038961038961039,0,False,123,SCNFVChainingOrbitExecutionAgent,0,7,80.92173584379861,7,7,12391,118245,2,75,180,606,5176,118556,0,0,44,min_cost_max_flow,10.0,122,1220.0,1.0,1.0,-174.78811034538307
sc_nfv,5,1.960275729654893,39.23428885244603,1539.6027129971485,-16.6174771687767,0.2,0,False,124,SCNFVChainingOrbitExecutionAgent,0,5,53.39574299547735,5,5,12457,119220,,40,180,606,5216,119531,0,0,44,min_cost_max_flow,10.0,123,1230.0,1.0,1.0,-83.0873858438835
sc_nfv,7,1.7558423371639742,45.114433418442886,1940.856179781813,-19.210287075246242,0.14516129032258066,0,False,125,SCNFVChainingOrbitExecutionAgent,0,7,68.08051296261192,7,7,12567,120664,3,59,180,606,5278,120975,0,0,44,min_cost_max_flow,10.0,124,1240.0,1.0,1.0,-134.4720095267237
sc_nfv,1,1.5077750275766373,29.516577965089937,1325.6704506935139,-12.602033456452084,0,0,False,126,SCNFVChainingOrbitExecutionAgent,0,1,29.516577965089937,1,1,12581,120816,,6,180,606,5284,121127,0,0,44,min_cost_max_flow,10.0,125,1250.0,1.0,1.0,-12.602033456452084
sc_nfv,4,1.7859160549199118,30.26313437932174,1116.4672383820875,-12.775134094757949,0.1724137931034483,0,False,127,SCNFVChainingOrbitExecutionAgent,0,4,52.7213589426965,4,4,12618,121542,1,28,180,606,5313,121853,0,0,44,min_cost_max_flow,10.0,126,1260.0,1.0,1.0,-51.100536379031794
sc_nfv,6,1.5511445205440553,49.69967249101209,2188.9730883372285,-21.193252849407173,0.16393442622950818,0,False,128,SCNFVChainingOrbitExecutionAgent,0,6,79.97769384569051,6,6,12727,122859,1,60,180,606,5374,123170,0,0,44,min_cost_max_flow,10.0,127,1270.0,1.0,1.0,-127.15951709644304
sc_nfv,1,1.8516650748435193,29.230281932580738,1188.5197814790922,-12.405224641919752,0.16666666666666666,0,False,129,SCNFVChainingOrbitExecutionAgent,0,1,29.230281932580738,1,1,12738,123017,,6,180,606,5380,123328,0,0,44,min_cost_max_flow,10.0,128,1280.0,1.0,1.0,-12.405224641919752
sc_nfv,5,1.5150307984235087,51.78079220266791,2237.970011926717,-22.055098888223192,0.16,4,True,130,SCNFVChainingOrbitExecutionAgent,0,5,100.1092757398294,5,5,12812,124107,,50,180,606,5430,124422,0,0,44,min_cost_max_flow,10.0,129,1290.0,1.0,1.0,-110.27549444111597
sc_nfv,5,1.5368564035985264,48.5050796778401,2129.97750776551,-20.68001837579535,0.1,0,False,131,SCNFVChainingOrbitExecutionAgent,0,5,73.95993686882707,5,5,12894,125245,3,47,180,606,5480,125560,0,0,44,min_cost_max_flow,10.0,130,1300.0,1.0,1.0,-103.40009187897675
sc_nfv,4,1.5344591629682482,54.905890286011356,2439.6874600879437,-23.42616859045731,0.13636363636363635,0,False,132,SCNFVChainingOrbitExecutionAgent,0,4,72.50934435782983,4,4,12971,126204,5,39,180,606,5524,126519,0,0,44,min_cost_max_flow,10.0,131,1310.0,1.0,1.0,-93.70467436182923
sc_nfv,2,1.5111110068446711,48.103643957880195,2089.6475150872775,-20.495246092204447,0.11764705882352941,0,False,133,SCNFVChainingOrbitExecutionAgent,0,2,58.31637785936823,2,2,13000,126624,,17,180,606,5541,126939,0,0,44,min_cost_max_flow,10.0,132,1320.0,1.0,1.0,-40.99049218440889
sc_nfv,4,1.5736221931110441,37.38135751488568,1597.6252639539132,-15.91111816432662,0.029411764705882353,0,False,134,SCNFVChainingOrbitExecutionAgent,0,4,64.66510757224114,4,4,13115,127368,,34,180,606,5573,127685,0,0,44,min_cost_max_flow,10.0,133,1330.0,1.0,1.0,-63.64447265730648
sc_nfv,4,1.5262642384151635,48.34964740595518,2137.845925258858,-20.62256651753739,0.18181818181818182,0,False,135,SCNFVChainingOrbitExecutionAgent,0,4,70.10738923426243,4,4,13194,128338,2,42,180,606,5617,128655,0,0,44,min_cost_max_flow,10.0,134,1340.0,1.0,1.0,-82.49026607014956
sc_nfv,1,1.996874261201583,28.857689840642024,1191.4918944490782,-12.257971072926258,0.16666666666666666,0,False,136,SCNFVChainingOrbitExecutionAgent,0,1,28.857689840642024,1,1,13204,128514,,6,180,606,5623,128831,0,0,44,min_cost_max_flow,10.0,135,1350.0,1.0,1.0,-12.257971072926258
sc_nfv,3,1.6794017725241526,28.337034077426853,1168.8131556177827,-12.036101524341413,0.1111111111111111,0,False,137,SCNFVChainingOrbitExecutionAgent,0,3,31.947807556472753,3,3,13234,128989,1,17,180,606,5641,129306,0,0,44,min_cost_max_flow,10.0,136,1360.0,1.0,1.0,-36.10830457302424
sc_nfv,8,1.8288838169628945,36.94640310335143,1474.2972995083242,-15.66313962104557,0.22413793103448276,0,False,138,SCNFVChainingOrbitExecutionAgent,0,8,63.6572568966169,8,8,13331,130457,2,56,180,606,5699,130774,0,0,44,min_cost_max_flow,10.0,137,1370.0,1.0,1.0,-125.30511696836456
sc_nfv,5,1.7676342146861588,48.56006459678938,1979.5972141675877,-20.611784167216307,0.14,0,False,139,SCNFVChainingOrbitExecutionAgent,0,5,78.75605684719835,5,5,13422,131616,4,46,180,606,5749,131933,0,0,44,min_cost_max_flow,10.0,138,1380.0,1.0,1.0,-103.05892083608153
sc_nfv,3,1.3241266973186232,30.086688105969188,1188.2277267570407,-12.7476118784419,0,4,True,140,SCNFVChainingOrbitExecutionAgent,0,3,32.64303647105112,3,3,13455,132092,2,16,180,606,5767,132413,0,0,44,min_cost_max_flow,10.0,139,1390.0,1.0,1.0,-38.2428356353257
sc_nfv,5,1.5820305698417088,40.22263169280209,1746.469604673194,-17.13693443992475,0.175,0,False,141,SCNFVChainingOrbitExecutionAgent,0,5,61.83187136642482,5,5,13529,133051,1,39,180,606,5807,133372,0,0,44,min_cost_max_flow,10.0,140,1400.0,1.0,1.0,-85.68467219962375
sc_nfv,9,1.5221243293625162,50.06480320053687,2097.5299505893336,-21.28443925056835,0.1702127659574468,0,False,142,SCNFVChainingOrbitExecutionAgent,0,9,95.61931545787343,9,9,13713,135058,2,92,180,606,5901,135379,0,0,44,min_cost_max_flow,10.0,141,1410.0,1.0,1.0,-191.55995325511515
sc_nfv,2,1.9488231808554033,41.480720495776495,1561.6788789111367,-17.529295525657282,0.17647058823529413,0,False,143,SCNFVChainingOrbitExecutionAgent,0,2,54.1462376823481,2,2,13744,135455,,17,180,606,5918,135776,0,0,44,min_cost_max_flow,10.0,142,1420.0,1.0,1.0,-35.058591051314565
sc_nfv,6,1.4177660049683412,36.916764065503266,1640.6422813640415,-15.751090995019732,0.15217391304347827,0,False,144,SCNFVChainingOrbitExecutionAgent,0,6,89.91387966431239,6,6,13820,136515,1,45,180,606,5964,136836,0,0,44,min_cost_max_flow,10.0,143,1430.0,1.0,1.0,-94.5065459701184
sc_nfv,6,1.4645895831191036,37.45727829777945,1603.6056330784027,-15.945074698958821,0.09803921568627451,0,False,145,SCNFVChainingOrbitExecutionAgent,0,6,60.80358615666296,6,6,13907,137731,,51,180,606,6015,138052,0,0,44,min_cost_max_flow,10.0,144,1440.0,1.0,1.0,-95.67044819375293
sc_nfv,6,1.6800154506017537,46.252356006075765,1917.067778471555,-19.65118306951324,0.17857142857142858,0,False,146,SCNFVChainingOrbitExecutionAgent,0,6,93.5809522691884,6,6,13994,138969,2,54,180,606,6071,139290,0,0,44,min_cost_max_flow,10.0,145,1450.0,1.0,1.0,-117.90709841707944
sc_nfv,2,1.8493636149968944,57.466755844888326,2425.563522861671,-24.442040451672334,0.18181818181818182,0,False,147,SCNFVChainingOrbitExecutionAgent,0,2,58.44413406866829,2,2,14034,139463,1,21,180,606,6093,139784,0,0,44,min_cost_max_flow,10.0,146,1460.0,1.0,1.0,-48.88408090334467
sc_nfv,3,1.357712581336224,47.557665034322476,2124.8237411021164,-20.297960258390262,0.03571428571428571,0,False,148,SCNFVChainingOrbitExecutionAgent,0,3,106.08533433102298,3,3,14086,140058,2,26,180,606,6121,140379,0,0,44,min_cost_max_flow,10.0,147,1470.0,1.0,1.0,-60.893880775170786
sc_nfv,6,1.6217544178363297,35.65920702493653,1432.7004556087702,-15.123303083339872,0.13725490196078433,0,False,149,SCNFVChainingOrbitExecutionAgent,0,6,71.3918035133081,6,6,14221,141228,1,50,180,606,6172,141549,0,0,44,min_cost_max_flow,10.0,148,1480.0,1.0,1.0,-90.73981850003923
sc_nfv,5,1.5995478543529367,44.36335533543793,1873.8502457801885,-18.869652281643283,0.15555555555555556,4,True,150,SCNFVChainingOrbitExecutionAgent,0,5,61.92842325402739,5,5,14298,142262,6,39,180,606,6217,142587,0,0,44,min_cost_max_flow,10.0,149,1490.0,1.0,1.0,-94.34826140821642
sc_nfv,6,1.56300276121129,40.53053048749723,1683.1198859249394,-17.222084126553856,0.125,0,False,151,SCNFVChainingOrbitExecutionAgent,0,6,87.58767093164079,6,6,14394,143498,1,55,180,606,6273,143823,0,0,44,min_cost_max_flow,10.0,150,1500.0,1.0,1.0,-103.33250475932314
sc_nfv,4,1.5814058942913236,46.167986366979164,1934.4557505548994,-19.627867997124607,0.20512820512820512,0,False,152,SCNFVChainingOrbitExecutionAgent,0,4,80.50418698207181,4,4,14463,144345,1,38,180,606,6312,144670,0,0,44,min_cost_max_flow,10.0,151,1510.0,1.0,1.0,-78.51147198849843
sc_nfv,2,2.5928368739297345,57.71499013252412,2115.018507392932,-24.35500715744541,0.35294117647058826,0,False,153,SCNFVChainingOrbitExecutionAgent,0,2,94.25809865078236,2,2,14493,144729,2,15,180,606,6329,145054,0,0,44,min_cost_max_flow,10.0,152,1520.0,1.0,1.0,-48.71001431489082
sc_nfv,2,1.8372200015311932,30.544336403493958,1250.0518146363086,-12.96776565017937,0.25,0,False,154,SCNFVChainingOrbitExecutionAgent,0,2,31.614049086756495,2,2,14514,145051,,12,180,606,6341,145376,0,0,44,min_cost_max_flow,10.0,153,1530.0,1.0,1.0,-25.93553130035874
sc_nfv,7,1.507179078268114,30.41855442396351,1277.7202046690534,-12.934053892386837,0.1702127659574468,0,False,155,SCNFVChainingOrbitExecutionAgent,0,7,54.09034877724093,7,7,14645,146199,,47,180,606,6385,146527,0,0,44,min_cost_max_flow,10.0,154,1540.0,1.0,1.0,-90.53837724670785
sc_nfv,1,1.5853943602278378,21.217326474022684,859.5403510221474,-9.002654800222363,0.16666666666666666,0,False,156,SCNFVChainingOrbitExecutionAgent,0,1,21.217326474022684,1,1,14654,146356,,6,180,606,6391,146684,0,0,44,min_cost_max_flow,10.0,155,1550.0,1.0,1.0,-9.002654800222363
sc_nfv,5,1.4667601396921717,32.53301441573531,1342.074711700148,-13.818450593314214,0.08571428571428572,0,False,157,SCNFVChainingOrbitExecutionAgent,0,5,56.0244281985681,5,5,14736,147194,,35,180,606,6425,147523,0,0,44,min_cost_max_flow,10.0,156,1560.0,1.0,1.0,-69.09225296657107
sc_nfv,0,,,,,0.0,0,False,158,SCNFVChainingOrbitExecutionAgent,0,0,,0,0,14736,147194,,,180,606,6425,147523,0,0,44,min_cost_max_flow,10.0,157,1570.0,0.0,0.0,0
sc_nfv,8,1.2905775402012132,53.48803994831616,2521.166076438863,-22.90791562518978,0.11538461538461539,0,False,159,SCNFVChainingOrbitExecutionAgent,0,8,94.55888389134657,8,8,14881,148843,4,74,180,606,6503,149172,0,0,44,min_cost_max_flow,10.0,158,1580.0,1.0,1.0,-183.26332500151824
sc_nfv,2,2.0865106125706916,30.546750544145425,1208.4107821913333,-12.94374668697297,0.08333333333333333,4,True,160,SCNFVChainingOrbitExecutionAgent,0,2,40.538929710929324,2,2,14902,149164,,12,180,606,6518,149512,0,0,44,min_cost_max_flow,10.0,159,1590.0,1.0,1.0,-25.88749337394594
sc_nfv,4,2.65846967493176,63.57490088796044,2423.370735354252,-26.88398279639673,0.3235294117647059,0,False,161,SCNFVChainingOrbitExecutionAgent,0,4,103.91356640251979,4,4,14954,149940,4,30,180,606,6552,150288,0,0,44,min_cost_max_flow,10.0,160,1600.0,1.0,1.0,-107.53593118558692
sc_nfv,8,1.600737227887139,49.99095468419503,2100.1850302570565,-21.256492891832245,0.20512820512820512,0,False,162,SCNFVChainingOrbitExecutionAgent,0,8,99.14953130246863,8,8,15098,151658,3,75,180,606,6630,152006,0,0,44,min_cost_max_flow,10.0,161,1610.0,1.0,1.0,-170.05194313465796
sc_nfv,6,1.8746968096623415,40.556442289853784,1646.4428770942166,-17.210442642198046,0.15217391304347827,0,False,163,SCNFVChainingOrbitExecutionAgent,0,6,71.67019061538485,6,6,15180,152791,,46,180,606,6676,153139,0,0,44,min_cost_max_flow,10.0,162,1620.0,1.0,1.0,-103.26265585318828
sc_nfv,6,1.6120442633859229,60.25753074262578,2456.0016332102505,-25.576613276976463,0.18309859154929578,0,False,164,SCNFVChainingOrbitExecutionAgent,0,6,79.55825234136,6,6,15318,154286,2,69,180,606,6746,154635,0,0,44,min_cost_max_flow,10.0,163,1630.0,1.0,1.0,-153.4596796618588
