ablation,arrival_count,average_communication_delay_s,average_end_to_end_delay_s,average_energy_j,average_reward_per_request,average_slot_crossings,bandit_action_count,bandit_updated,epoch,execution_agent,failure_count,feasible_count,p95_end_to_end_delay_s,processed_request_count,request_count,route_estimate_cache_hits,route_estimate_cache_misses,route_mode_local_count,route_mode_min_cost_max_flow_count,routing_precomputed_nodes,routing_precomputed_slots,routing_route_result_hits,routing_route_result_misses,routing_shortest_path_hits,routing_shortest_path_misses,seed,service_routing_strategy,slot_duration_s,slot_mod,slot_start_time_s,success_rate,task_completion_rate,total_reward
sc_nfv,5,2.1337121214406922,39.18565898096058,1411.6523687063368,-16.521255013608034,0.175,0,False,165,SCNFVChainingOrbitExecutionAgent,0,5,51.49617024397389,5,5,15393,155274,,40,180,606,6786,155623,0,0,44,min_cost_max_flow,10.0,164,1640.0,1.0,1.0,-82.60627506804018
sc_nfv,9,1.7846902736327452,46.853030142981,1874.9795292511699,-19.866199774743098,0.16666666666666666,0,False,166,SCNFVChainingOrbitExecutionAgent,0,9,85.86068174075945,9,9,15544,157206,2,82,180,606,6870,157555,0,0,44,min_cost_max_flow,10.0,165,1650.0,1.0,1.0,-178.7957979726879
sc_nfv,6,1.4716255950687782,40.18656110698305,1710.0804565247186,-17.10067271670805,0.13725490196078433,0,False,167,SCNFVChainingOrbitExecutionAgent,0,6,95.09251693169858,6,6,15629,158398,1,50,180,606,6921,158747,0,0,44,min_cost_max_flow,10.0,166,1660.0,1.0,1.0,-102.60403630024831
sc_nfv,6,1.9633024675599966,37.528158877548925,1406.7977454157167,-15.855342198269001,0.23529411764705882,0,False,168,SCNFVChainingOrbitExecutionAgent,0,6,63.451322827618014,6,6,15853,159489,,51,180,606,6972,159838,0,0,44,min_cost_max_flow,10.0,167,1670.0,1.0,1.0,-95.13205318961401
sc_nfv,6,1.6933445381040972,33.43376442100786,1281.5103677152517,-14.142411989032295,0.13043478260869565,0,False,169,SCNFVChainingOrbitExecutionAgent,0,6,45.868970089843515,6,6,15924,160604,,46,180,606,7018,160953,0,0,44,min_cost_max_flow,10.0,168,1680.0,1.0,1.0,-84.85447193419377
sc_nfv,6,1.5879418238523735,34.965961726106194,1392.8298691953528,-14.822082611959688,0.19642857142857142,4,True,170,SCNFVChainingOrbitExecutionAgent,0,6,59.2205684070409,6,6,16032,161898,,56,180,606,7074,162251,0,0,44,min_cost_max_flow,10.0,169,1690.0,1.0,1.0,-88.93249567175813
sc_nfv,10,1.3095620946190278,68.77363628349708,3016.291130022743,-29.319229191412482,0.14615384615384616,0,False,171,SCNFVChainingOrbitExecutionAgent,0,10,95.59441384937645,10,10,16656,164063,7,123,180,606,7199,164421,0,0,44,min_cost_max_flow,10.0,170,1700.0,1.0,1.0,-293.19229191412484
sc_nfv,5,1.7108037631935122,53.615154785974894,2248.5211402440254,-22.795174598536374,0.22,0,False,172,SCNFVChainingOrbitExecutionAgent,0,5,80.47095311284488,5,5,17013,164925,5,45,180,606,7246,165286,0,0,44,min_cost_max_flow,10.0,171,1710.0,1.0,1.0,-113.97587299268187
sc_nfv,4,1.5887005664069977,68.75165436370497,2920.320489670332,-29.252854039284188,0.10204081632653061,0,False,173,SCNFVChainingOrbitExecutionAgent,0,4,78.31966000764169,4,4,17112,165958,3,46,180,606,7295,166319,0,0,44,min_cost_max_flow,10.0,172,1720.0,1.0,1.0,-117.01141615713675
sc_nfv,5,1.6798135095818225,32.68799170749044,1355.8990083688184,-13.888736088017467,0.125,0,False,174,SCNFVChainingOrbitExecutionAgent,0,5,50.372719268657875,5,5,17183,166924,1,39,180,606,7335,167285,0,0,44,min_cost_max_flow,10.0,173,1730.0,1.0,1.0,-69.44368044008733
sc_nfv,4,1.7429786480364045,32.03343488460354,1260.3937985117398,-13.56961023294846,0.20689655172413793,0,False,175,SCNFVChainingOrbitExecutionAgent,0,4,56.74287335397503,4,4,17235,167656,,29,180,606,7364,168017,0,0,44,min_cost_max_flow,10.0,174,1740.0,1.0,1.0,-54.27844093179384
sc_nfv,4,1.128602119663606,63.60657063922582,2923.036307247206,-27.196450040038652,0,0,False,176,SCNFVChainingOrbitExecutionAgent,0,4,76.78106373875585,4,4,17451,168562,4,45,180,606,7403,168933,0,0,44,min_cost_max_flow,10.0,175,1750.0,1.0,1.0,-108.78580016015461
sc_nfv,4,1.5388100836524927,41.582995451888564,1778.767056871167,-17.700458414878128,0.17647058823529413,0,False,177,SCNFVChainingOrbitExecutionAgent,0,4,81.5679368677479,4,4,17508,169325,1,33,180,606,7437,169696,0,0,44,min_cost_max_flow,10.0,176,1760.0,1.0,1.0,-70.80183365951251
sc_nfv,7,1.6018686161568358,46.37741546970756,1997.5591521204585,-19.749501679155298,0.12903225806451613,0,False,178,SCNFVChainingOrbitExecutionAgent,0,7,62.06266185856066,7,7,17613,170772,3,59,180,606,7499,171143,0,0,44,min_cost_max_flow,10.0,177,1770.0,1.0,1.0,-138.2465117540871
sc_nfv,1,1.299497132188397,21.726280416908594,905.3839548697455,-9.233742539685286,0,0,False,179,SCNFVChainingOrbitExecutionAgent,0,1,21.726280416908594,1,1,17623,170936,,6,180,606,7505,171307,0,0,44,min_cost_max_flow,10.0,178,1780.0,1.0,1.0,-9.233742539685286
sc_nfv,4,1.38681860749549,41.83683051994484,1854.318458336975,-17.84732328298012,0.08823529411764706,4,True,180,SCNFVChainingOrbitExecutionAgent,0,4,58.72399132677151,4,4,17680,171753,1,33,180,606,7539,172128,0,0,44,min_cost_max_flow,10.0,179,1790.0,1.0,1.0,-71.38929313192048
sc_nfv,6,1.489651005927516,50.87170895554781,2208.211125220431,-21.673610257351385,0.15151515151515152,0,False,181,SCNFVChainingOrbitExecutionAgent,0,6,82.83441576309156,6,6,17789,173169,1,65,180,606,7605,173544,0,0,44,min_cost_max_flow,10.0,180,1800.0,1.0,1.0,-130.0416615441083
sc_nfv,6,1.9340955481393782,57.45292968207468,2181.4451226310257,-24.29003894640849,0.18421052631578946,0,False,182,SCNFVChainingOrbitExecutionAgent,0,6,82.29349446067113,6,6,18046,174712,,76,180,606,7675,175093,0,0,44,min_cost_max_flow,10.0,181,1810.0,1.0,1.0,-145.74023367845095
sc_nfv,4,1.4946656143544501,45.59033455538167,2139.1937999270276,-19.519650102108887,0.17647058823529413,0,False,183,SCNFVChainingOrbitExecutionAgent,0,4,60.00356079414996,4,4,18110,175549,3,31,180,606,7709,175930,0,0,44,min_cost_max_flow,10.0,182,1820.0,1.0,1.0,-78.07860040843555
sc_nfv,3,1.8496071984005322,30.22499784139177,1083.0887389257177,-12.739852379912138,0.17391304347826086,0,False,184,SCNFVChainingOrbitExecutionAgent,0,3,35.58836042284838,3,3,18150,176133,,23,180,606,7732,176514,0,0,44,min_cost_max_flow,10.0,183,1830.0,1.0,1.0,-38.219557139736416
sc_nfv,2,1.9658062787257602,25.77903721386258,899.6834783761021,-10.851424972570694,0.25,0,False,185,SCNFVChainingOrbitExecutionAgent,0,2,28.677181831879807,2,2,18176,176463,,12,180,606,7744,176844,0,0,44,min_cost_max_flow,10.0,184,1840.0,1.0,1.0,-21.702849945141388
sc_nfv,7,1.6749545845779696,42.814693461021406,1823.1449661617116,-18.21976436410559,0.21052631578947367,0,False,186,SCNFVChainingOrbitExecutionAgent,0,7,80.80131671282379,7,7,18283,177778,2,55,180,606,7801,178159,0,0,44,min_cost_max_flow,10.0,185,1850.0,1.0,1.0,-127.53835054873913
sc_nfv,0,,,,,0.0,0,False,187,SCNFVChainingOrbitExecutionAgent,0,0,,0,0,18283,177778,,,180,606,7801,178159,0,0,44,min_cost_max_flow,10.0,186,1860.0,0.0,0.0,0
sc_nfv,4,1.8342997035918116,45.22709102295585,1711.6924747513162,-19.117851894033127,0.13636363636363635,0,False,188,SCNFVChainingOrbitExecutionAgent,0,4,75.64721999052404,4,4,18365,178747,,44,180,606,7845,179128,0,0,44,min_cost_max_flow,10.0,187,1870.0,1.0,1.0,-76.4714075761325
sc_nfv,4,2.009202985223901,49.00015519531348,1854.6775265152773,-20.71286859403456,0.15384615384615385,0,False,189,SCNFVChainingOrbitExecutionAgent,0,4,74.00306072622288,4,4,18436,179653,2,37,180,606,7884,180034,0,0,44,min_cost_max_flow,10.0,188,1880.0,1.0,1.0,-82.85147437613824
sc_nfv,6,1.8130409870490107,45.974522478660866,1814.7275932777532,-19.478645547430997,0.16666666666666666,4,True,190,SCNFVChainingOrbitExecutionAgent,0,6,81.21860494000543,6,6,18623,181055,6,60,180,606,7948,181442,0,0,44,min_cost_max_flow,10.0,189,1890.0,1.0,1.0,-116.87187328458597
sc_nfv,4,2.2669665237512837,31.401576919201318,1002.1615709115495,-13.161927710227456,0.2413793103448276,0,False,191,SCNFVChainingOrbitExecutionAgent,0,4,56.308077996955944,4,4,18670,181783,1,28,180,606,7977,182170,0,0,44,min_cost_max_flow,10.0,190,1900.0,1.0,1.0,-52.647710840909824
sc_nfv,5,1.6871872167313742,42.13903450315174,1754.1582155316426,-17.908108730579684,0.08888888888888889,0,False,192,SCNFVChainingOrbitExecutionAgent,0,5,52.71004363094198,5,5,18742,182831,,45,180,606,8022,183218,0,0,44,min_cost_max_flow,10.0,191,1910.0,1.0,1.0,-89.54054365289842
sc_nfv,1,1.2075376169452359,33.355116655195616,1568.2943866289604,-14.283023294055623,0.16666666666666666,0,False,193,SCNFVChainingOrbitExecutionAgent,0,1,33.355116655195616,1,1,18750,182988,,6,180,606,8028,183375,0,0,44,min_cost_max_flow,10.0,192,1920.0,1.0,1.0,-14.283023294055623
sc_nfv,7,1.6358998879294242,23.199908732750178,882.1023822590836,-9.809224922455524,0.16666666666666666,0,False,194,SCNFVChainingOrbitExecutionAgent,0,7,27.700695584929463,7,7,18863,184104,,42,180,606,8066,184495,0,0,44,min_cost_max_flow,10.0,193,1930.0,1.0,1.0,-68.66457445718866
sc_nfv,4,1.7556041265723439,47.80210323795143,2076.0550949922745,-20.366474352175935,0.15384615384615385,0,False,195,SCNFVChainingOrbitExecutionAgent,0,4,62.51063803732154,4,4,18932,185008,1,38,180,606,8105,185399,0,0,44,min_cost_max_flow,10.0,194,1940.0,1.0,1.0,-81.46589740870374
sc_nfv,4,2.088751618218237,35.291837371445524,1257.7729074649121,-14.871398693057156,0.10344827586206896,0,False,196,SCNFVChainingOrbitExecutionAgent,0,4,61.147125923908334,4,4,18988,185762,,29,180,606,8134,186153,0,0,44,min_cost_max_flow,10.0,195,1950.0,1.0,1.0,-59.48559477222862
sc_nfv,10,1.9038803823095056,45.33745359652623,1826.9718516448925,-19.23116454959743,0.1411764705882353,0,False,197,SCNFVChainingOrbitExecutionAgent,0,10,91.42083909678627,10,10,19403,187510,3,82,180,606,8209,187911,0,0,44,min_cost_max_flow,10.0,196,1960.0,1.0,1.0,-192.3116454959743
sc_nfv,4,1.7667708762510836,46.29541567852078,1916.855794494515,-19.66827974810502,0.20588235294117646,0,False,198,SCNFVChainingOrbitExecutionAgent,0,4,61.43161744841791,4,4,19466,188304,,34,180,606,8243,188705,0,0,44,min_cost_max_flow,10.0,197,1970.0,1.0,1.0,-78.67311899242009
sc_nfv,5,1.4266227038953503,26.488915837553076,1058.4275161722176,-11.230622844724563,0.1,0,False,199,SCNFVChainingOrbitExecutionAgent,0,5,31.203674190510583,5,5,19532,189148,,30,180,606,8273,189549,0,0,44,min_cost_max_flow,10.0,198,1980.0,1.0,1.0,-56.153114223622815
sc_nfv,8,2.0565728159053327,42.96776646989423,1704.0039645354045,-18.209508966678936,0.2698412698412698,4,True,200,SCNFVChainingOrbitExecutionAgent,0,8,64.60054386252204,8,8,19644,190697,,63,180,606,8336,191102,0,0,44,min_cost_max_flow,10.0,199,1990.0,1.0,1.0,-145.67607173343148
sc_nfv,1,2.1643847752794727,24.941317092406962,838.880053378696,-10.479854868990003,0,0,False,201,SCNFVChainingOrbitExecutionAgent,0,1,24.941317092406962,1,1,19652,190858,,6,180,606,8342,191263,0,0,44,min_cost_max_flow,10.0,200,2000.0,1.0,1.0,-10.479854868990003
sc_nfv,7,1.4434800450927916,41.12534626545591,1720.6190426244464,-17.48250993175703,0.0967741935483871,0,False,202,SCNFVChainingOrbitExecutionAgent,0,7,73.03492828822414,7,7,19775,192302,2,60,180,606,8402,192709,0,0,44,min_cost_max_flow,10.0,201,2010.0,1.0,1.0,-122.37756952229921
sc_nfv,7,1.508532712583949,48.05880276562698,2080.6290465018137,-20.47189853415188,0.1791044776119403,0,False,203,SCNFVChainingOrbitExecutionAgent,0,7,95.7690167687515,7,7,19894,193831,2,65,180,606,8469,194238,0,0,44,min_cost_max_flow,10.0,202,2020.0,1.0,1.0,-143.30328973906316
sc_nfv,6,1.3677971971533076,51.432245332907996,2230.3091076733567,-21.911083597767213,0.18032786885245902,0,False,204,SCNFVChainingOrbitExecutionAgent,0,6,71.55905064128115,6,6,20005,195221,2,59,180,606,8530,195628,0,0,44,min_cost_max_flow,10.0,203,2030.0,1.0,1.0,-131.46650158660327
sc_nfv,3,1.4470349111705039,50.06929898480613,2065.177411518294,-21.266826040833433,0.12121212121212122,0,False,205,SCNFVChainingOrbitExecutionAgent,0,3,69.3546501213284,3,3,20060,195956,1,32,180,606,8563,196363,0,0,44,min_cost_max_flow,10.0,204,2040.0,1.0,1.0,-63.800478122500294
sc_nfv,4,1.4710097654867293,38.00759867911188,1684.0471730825714,-16.213467775494298,0.11764705882352941,0,False,206,SCNFVChainingOrbitExecutionAgent,0,4,61.64042348317889,4,4,20119,196773,4,30,180,606,8597,197180,0,0,44,min_cost_max_flow,10.0,205,2050.0,1.0,1.0,-64.85387110197719
sc_nfv,9,1.444314596739655,34.046425811869895,1500.824160631972,-14.51906482112714,0.11594202898550725,0,False,207,SCNFVChainingOrbitExecutionAgent,0,9,81.41977671905079,9,9,20297,198421,4,65,180,606,8665,198829,0,0,44,min_cost_max_flow,10.0,206,2060.0,1.0,1.0,-130.67158339014426
sc_nfv,6,1.5874449318265187,38.76080133319548,1671.6678448915295,-16.507321240213113,0.21739130434782608,0,False,208,SCNFVChainingOrbitExecutionAgent,0,6,62.349841958209254,6,6,20375,199540,2,44,180,606,8711,199948,0,0,44,min_cost_max_flow,10.0,207,2070.0,1.0,1.0,-99.04392744127867
sc_nfv,3,1.2643503221110646,41.604029104949554,1845.268551167294,-17.7487727726802,0.03571428571428571,0,False,209,SCNFVChainingOrbitExecutionAgent,0,3,80.4818378075438,3,3,20421,200181,1,27,180,606,8739,200589,0,0,44,min_cost_max_flow,10.0,208,2080.0,1.0,1.0,-53.2463183180406
sc_nfv,2,1.7601341466527554,24.911710032420615,994.796854267872,-10.56156212552897,0.16666666666666666,4,True,210,SCNFVChainingOrbitExecutionAgent,0,2,29.08203279539339,2,2,20441,200499,,12,180,606,8751,200911,0,0,44,min_cost_max_flow,10.0,209,2090.0,1.0,1.0,-21.12312425105794
sc_nfv,3,1.2918477909903134,42.56535546495221,2047.068972120342,-18.254383569253093,0.07142857142857142,0,False,211,SCNFVChainingOrbitExecutionAgent,0,3,52.7071658049631,3,3,20487,201152,1,27,180,606,8779,201564,0,0,44,min_cost_max_flow,10.0,210,2100.0,1.0,1.0,-54.76315070775928
sc_nfv,3,1.4743590325572151,45.68878123531764,1932.6175615775333,-19.435083031073578,0.25,0,False,212,SCNFVChainingOrbitExecutionAgent,0,3,66.73090079917392,3,3,20539,201824,,28,180,606,8807,202236,0,0,44,min_cost_max_flow,10.0,211,2110.0,1.0,1.0,-58.30524909322074
sc_nfv,4,1.3042016013157742,52.28982252794003,2329.6466421286436,-22.313716996453202,0.11363636363636363,0,False,213,SCNFVChainingOrbitExecutionAgent,0,4,79.04876869669488,4,4,20625,202788,2,42,180,606,8851,203200,0,0,44,min_cost_max_flow,10.0,212,2120.0,1.0,1.0,-89.25486798581281
sc_nfv,5,1.3811496406405341,40.873829620179094,1874.0099386071506,-17.473937811235928,0.13333333333333333,0,False,214,SCNFVChainingOrbitExecutionAgent,0,5,74.10047777220825,5,5,20703,203839,2,43,180,606,8896,204251,0,0,44,min_cost_max_flow,10.0,213,2130.0,1.0,1.0,-87.36968905617964
sc_nfv,4,1.3207247702384537,52.639655779082545,2288.706485127002,-22.42908620270922,0.022727272727272728,0,False,215,SCNFVChainingOrbitExecutionAgent,0,4,94.33880140361498,4,4,20784,204795,3,41,180,606,8940,205207,0,0,44,min_cost_max_flow,10.0,214,2140.0,1.0,1.0,-89.71634481083689
sc_nfv,6,1.085138724369311,23.706016069045745,1036.392285274009,-10.104241798782704,0.024390243902439025,0,False,216,SCNFVChainingOrbitExecutionAgent,0,6,49.32104774384561,6,6,20854,205851,,41,180,606,8981,206263,0,0,44,min_cost_max_flow,10.0,215,2150.0,1.0,1.0,-60.62545079269623
sc_nfv,4,1.2294912546995276,53.93978445401376,2413.894312581132,-23.02425036915418,0.11363636363636363,0,False,217,SCNFVChainingOrbitExecutionAgent,0,4,89.71701430498524,4,4,20951,206773,3,41,180,606,9022,207188,0,0,44,min_cost_max_flow,10.0,216,2160.0,1.0,1.0,-92.09700147661673
sc_nfv,5,1.4655801672143551,41.853719878317314,1781.8341685108567,-17.810588452433443,0.13333333333333333,0,False,218,SCNFVChainingOrbitExecutionAgent,0,5,82.73900437052771,5,5,21030,207825,2,43,180,606,9067,208240,0,0,44,min_cost_max_flow,10.0,217,2170.0,1.0,1.0,-89.0529422621672
sc_nfv,1,2.2230504339846777,60.13116769193812,2091.8630751207625,-25.307584921847706,0.2727272727272727,0,False,219,SCNFVChainingOrbitExecutionAgent,0,1,60.13116769193812,1,1,21050,208062,,11,180,606,9078,208477,0,0,44,min_cost_max_flow,10.0,218,2180.0,1.0,1.0,-25.307584921847706
sc_nfv,10,1.6575737545063192,38.60483751793845,1548.2848602388424,-16.370905923318688,0.1625,4,True,220,SCNFVChainingOrbitExecutionAgent,0,10,84.82386207901709,10,10,21184,209973,1,79,180,606,9162,210422,0,0,44,min_cost_max_flow,10.0,219,2190.0,1.0,1.0,-163.70905923318688
sc_nfv,6,1.5118371251516356,37.23185222707715,1665.3194454801194,-15.89193255811893,0.043478260869565216,0,False,221,SCNFVChainingOrbitExecutionAgent,0,6,53.51220097079977,6,6,21258,211103,1,45,180,606,9208,211552,0,0,44,min_cost_max_flow,10.0,220,2200.0,1.0,1.0,-95.35159534871357
sc_nfv,5,1.7118164602341495,36.43843784487281,1387.691863976287,-15.407990256334898,0.2,0,False,222,SCNFVChainingOrbitExecutionAgent,0,5,72.45612496133435,5,5,21373,212048,1,39,180,606,9245,212500,0,0,44,min_cost_max_flow,10.0,221,2210.0,1.0,1.0,-77.03995128167449
sc_nfv,3,1.7719134445352882,36.402777211304816,1545.801386435879,-15.488591716383453,0.2608695652173913,0,False,223,SCNFVChainingOrbitExecutionAgent,0,3,54.45329526364276,3,3,21409,212638,1,22,180,606,9268,213090,0,0,44,min_cost_max_flow,10.0,222,2220.0,1.0,1.0,-46.46577514915036
sc_nfv,1,1.643451060289656,53.40084745706872,2569.3434022884785,-22.901945024200575,0.18181818181818182,0,False,224,SCNFVChainingOrbitExecutionAgent,0,1,53.40084745706872,1,1,21429,212895,1,10,180,606,9279,213347,0,0,44,min_cost_max_flow,10.0,223,2230.0,1.0,1.0,-22.901945024200575
sc_nfv,5,1.6848345348556601,42.435813709491505,1638.5925102772474,-17.957480989962953,0.2,0,False,225,SCNFVChainingOrbitExecutionAgent,0,5,55.7948022672158,5,5,21592,213873,,45,180,606,9324,214325,0,0,44,min_cost_max_flow,10.0,224,2240.0,1.0,1.0,-89.78740494981476
sc_nfv,2,1.7719357789551016,23.072826019486456,863.6298912306561,-9.747308342532977,0.25,0,False,226,SCNFVChainingOrbitExecutionAgent,0,2,23.71108384093668,2,2,21613,214213,,12,180,606,9336,214665,0,0,44,min_cost_max_flow,10.0,225,2250.0,1.0,1.0,-19.494616685065953
sc_nfv,4,1.3911053939842717,59.820275068055935,2831.294489812905,-25.626886721110118,0.07407407407407407,0,False,227,SCNFVChainingOrbitExecutionAgent,0,4,71.82127786618912,4,4,21901,215195,4,50,180,606,9384,215653,0,0,44,min_cost_max_flow,10.0,226,2260.0,1.0,1.0,-102.50754688444047
sc_nfv,6,1.5251825430260384,59.75160544700179,2644.5311018827592,-25.48736083993037,0.19718309859154928,0,False,228,SCNFVChainingOrbitExecutionAgent,0,6,91.04434219330778,6,6,22037,216675,2,69,180,606,9455,217133,0,0,44,min_cost_max_flow,10.0,227,2270.0,1.0,1.0,-152.92416503958222
sc_nfv,3,1.8929423048526435,29.00170149257292,1100.2043575597677,-12.260803211565028,0.2222222222222222,0,False,229,SCNFVChainingOrbitExecutionAgent,0,3,32.12966191274381,3,3,22059,217162,,18,180,606,9473,217620,0,0,44,min_cost_max_flow,10.0,228,2280.0,1.0,1.0,-36.782409634695085
sc_nfv,4,1.8171428279816797,37.05646562319771,1577.9185625487257,-15.76933738680832,0.27586206896551724,4,True,230,SCNFVChainingOrbitExecutionAgent,0,4,65.12832171482705,4,4,22111,217890,,29,180,606,9502,218352,0,0,44,min_cost_max_flow,10.0,229,2290.0,1.0,1.0,-63.07734954723328
sc_nfv,4,1.7111974669751362,38.19529686726821,1584.240370701331,-16.228662969328084,0.27586206896551724,0,False,231,SCNFVChainingOrbitExecutionAgent,0,4,79.30636323535418,4,4,22160,218593,2,27,180,606,9531,219055,0,0,44,min_cost_max_flow,10.0,230,2300.0,1.0,1.0,-64.91465187731234
sc_nfv,3,1.4621917525437862,70.33965885223567,3156.361167251861,-30.029680241245387,0.09090909090909091,0,False,232,SCNFVChainingOrbitExecutionAgent,0,3,91.82147690284955,3,3,22209,219290,1,32,180,606,9564,219752,0,0,44,min_cost_max_flow,10.0,231,2310.0,1.0,1.0,-90.08904072373616
sc_nfv,2,1.3774395701530278,41.47977590219921,1962.1701764890777,-17.76921246677313,0.11764705882352941,0,False,233,SCNFVChainingOrbitExecutionAgent,0,2,64.85652812598664,2,2,22239,219679,2,15,180,606,9581,220141,0,0,44,min_cost_max_flow,10.0,232,2320.0,1.0,1.0,-35.53842493354626
sc_nfv,2,2.087590982155999,70.73487447372577,2718.078253765092,-29.92479674174936,0.13636363636363635,0,False,234,SCNFVChainingOrbitExecutionAgent,0,2,88.23608941929024,2,2,22279,220185,1,21,180,606,9603,220647,0,0,44,min_cost_max_flow,10.0,233,2330.0,1.0,1.0,-59.84959348349872
sc_nfv,5,1.6484845721148305,32.1678981739863,1305.6238431304196,-13.650533575472775,0.17142857142857143,0,False,235,SCNFVChainingOrbitExecutionAgent,0,5,59.174478710809126,5,5,22340,221067,,35,180,606,9636,221531,0,0,44,min_cost_max_flow,10.0,234,2340.0,1.0,1.0,-68.25266787736388
sc_nfv,4,1.413719191825802,38.36157541812156,1591.722719086862,-16.299663798700742,0.20588235294117646,0,False,236,SCNFVChainingOrbitExecutionAgent,0,4,76.4237902428431,4,4,22396,221881,3,31,180,606,9670,222345,0,0,44,min_cost_max_flow,10.0,235,2350.0,1.0,1.0,-65.19865519480297
sc_nfv,1,2.7282455148823224,25.81318379473987,678.278194203385,-10.73224043441798,0.16666666666666666,0,False,237,SCNFVChainingOrbitExecutionAgent,0,1,25.81318379473987,1,1,22406,222039,,6,180,606,9676,222503,0,0,44,min_cost_max_flow,10.0,236,2360.0,1.0,1.0,-10.73224043441798
sc_nfv,10,1.802157572438778,48.3642466277106,1995.3442104230292,-20.54290517733806,0.11578947368421053,0,False,238,SCNFVChainingOrbitExecutionAgent,0,10,77.14969999729055,10,10,22763,224003,2,93,180,606,9763,224475,0,0,44,min_cost_max_flow,10.0,237,2370.0,1.0,1.0,-205.4290517733806
sc_nfv,4,2.214403996168375,53.846518161654785,1989.2761326387745,-22.73217294424518,0.23076923076923078,0,False,239,SCNFVChainingOrbitExecutionAgent,0,4,77.61614522893069,4,4,22817,224904,,39,180,606,9802,225376,0,0,44,min_cost_max_flow,10.0,238,2380.0,1.0,1.0,-90.92869177698071
sc_nfv,2,1.8665194339601197,49.13850279906296,2094.558147812995,-20.912136008312984,0.23529411764705882,4,True,240,SCNFVChainingOrbitExecutionAgent,0,2,58.0694045748819,2,2,22844,225324,1,16,180,606,9819,225800,0,0,44,min_cost_max_flow,10.0,239,2390.0,1.0,1.0,-41.82427201662597
sc_nfv,3,2.015557712664007,36.77836545148572,1349.7123999238877,-15.521173620548623,0.17391304347826086,0,False,241,SCNFVChainingOrbitExecutionAgent,0,3,57.02411439423895,3,3,22881,225897,,23,180,606,9842,226373,0,0,44,min_cost_max_flow,10.0,240,2400.0,1.0,1.0,-46.56352086164587
sc_nfv,9,1.2477367055856592,26.513447896370256,1146.1426567529543,-11.293064752599873,0.09259259259259259,0,False,242,SCNFVChainingOrbitExecutionAgent,0,9,40.437089885115256,9,9,22965,227364,1,53,180,606,9896,227840,0,0,44,min_cost_max_flow,10.0,241,2410.0,1.0,1.0,-101.63758277339886
sc_nfv,3,1.18662958379825,57.684090205257995,2586.151741537369,-24.625327127025617,0.18421052631578946,0,False,243,SCNFVChainingOrbitExecutionAgent,0,3,83.78263649969085,3,3,23034,228150,2,36,180,606,9934,228626,0,0,44,min_cost_max_flow,10.0,242,2420.0,1.0,1.0,-73.87598138107685
sc_nfv,9,1.7920612929467254,34.907484367094234,1406.0139591203997,-14.806602122309934,0.14492753623188406,0,False,244,SCNFVChainingOrbitExecutionAgent,0,9,54.03768922387144,9,9,23343,229639,1,68,180,606,9996,230122,0,0,44,min_cost_max_flow,10.0,243,2430.0,1.0,1.0,-133.25941910078942
sc_nfv,5,1.4715983299513862,55.43225758356275,2382.6972067005095,-23.602521357445408,0.13333333333333333,0,False,245,SCNFVChainingOrbitExecutionAgent,0,5,86.22317057160035,5,5,23447,230904,1,59,180,606,10056,231387,0,0,44,min_cost_max_flow,10.0,244,2440.0,1.0,1.0,-118.01260678722704
sc_nfv,5,1.2254157746048284,32.15042516358581,1449.6250900349828,-13.729945119455312,0.05714285714285714,0,False,246,SCNFVChainingOrbitExecutionAgent,0,5,58.36598064547616,5,5,23613,231699,1,34,180,606,10086,232187,0,0,44,min_cost_max_flow,10.0,245,2450.0,1.0,1.0,-68.64972559727656
sc_nfv,4,1.511210845810481,30.093846725426033,1346.4571328024897,-12.845412969851907,0.2413793103448276,0,False,247,SCNFVChainingOrbitExecutionAgent,0,4,63.93607908759441,4,4,23658,232440,1,28,180,606,10115,232928,0,0,44,min_cost_max_flow,10.0,246,2460.0,1.0,1.0,-51.38165187940763
sc_nfv,7,1.6298718473997982,45.11066620272894,1805.8099631667053,-19.127752458991598,0.16417910447761194,0,False,248,SCNFVChainingOrbitExecutionAgent,0,7,68.70821834035269,7,7,23772,233938,1,66,180,606,10182,234426,0,0,44,min_cost_max_flow,10.0,247,2470.0,1.0,1.0,-133.89426721294117
sc_nfv,6,1.5067838114004117,42.683592042103555,1802.6184297592913,-18.155007874696995,0.17647058823529413,0,False,249,SCNFVChainingOrbitExecutionAgent,0,6,77.53342298471671,6,6,23857,235094,1,50,180,606,10233,235582,0,0,44,min_cost_max_flow,10.0,248,2480.0,1.0,1.0,-108.93004724818198
sc_nfv,7,1.546111680101715,35.81403370871086,1454.7603975230354,-15.198469721998165,0.19298245614035087,4,True,250,SCNFVChainingOrbitExecutionAgent,0,7,72.83311065863336,7,7,23961,236461,1,56,180,606,10290,236953,0,0,44,min_cost_max_flow,10.0,249,2490.0,1.0,1.0,-106.38928805398716
sc_nfv,6,1.570568380063564,51.13654466605127,2174.609920213042,-21.75938381854834,0.12121212121212122,0,False,251,SCNFVChainingOrbitExecutionAgent,0,6,68.90516277241204,6,6,24103,237896,2,64,180,606,10356,238388,0,0,44,min_cost_max_flow,10.0,250,2500.0,1.0,1.0,-130.55630291129003
