chain_length,cycle,destination_node,epoch,failed_stage,failure_reason,feasible,request_id,reward,slot_mod,source_node,start_time_s,template_id,total_delay_s,total_energy_j
15,1,31,12,,,True,65,-60.07001451847733,11,3,110.7818066846499,14,140.63510962460558,6359.951114391831
10,1,11,12,,,True,61,-39.7245915102447,11,14,110.82178171831298,9,93.46114040014474,3900.2255836446616
5,1,11,12,,,True,59,-22.175607787985598,11,15,111.8931064461169,3,52.02532836956907,2275.7940669299505
15,1,18,12,,,True,63,-57.46032980908328,11,6,112.70747166791031,13,135.01984594481937,5753.985718592539
5,1,8,12,,,True,60,-14.637841047857602,11,1,117.20516957084199,3,35.03793930674955,1037.7755419296357
10,1,1,12,,,True,62,-48.26968869209408,11,3,117.84546251237991,10,113.46522209046911,4805.999759844048
15,1,18,12,,,True,64,-62.4908553668832,11,5,119.41830696935864,13,146.40040420036792,6551.156144560058
5,1,11,13,,,True,66,-15.492754812654088,12,44,120.96128301674972,1,36.247552835050044,1656.222797723449
5,1,30,13,,,True,67,-21.444067407794595,12,44,122.12097506707848,4,50.51525847442862,2063.273363371907
5,1,13,13,,,True,68,-17.65312870509088,12,46,127.68145475561906,4,41.86043009916838,1514.9277757058758
15,1,1,14,,,True,76,-61.19199763749116,13,5,130.25011007294552,13,143.83877514478513,6094.145965961849
10,1,8,14,,,True,74,-30.961279144109422,13,3,130.71221752826435,11,72.82533775117184,3051.906739401138
10,1,9,14,,,True,75,-32.31261704558751,13,4,131.28707594684005,12,76.57365724037055,2805.2569157321427
15,1,1,14,,,True,77,-34.29711308801677,13,6,131.48623377248222,13,80.19298940723544,3699.862208537659
5,1,3,14,,,True,71,-15.08912475951935,13,4,132.11493553524107,6,35.811118842956745,1274.462037227752
10,1,17,14,,,True,73,-40.589804313708115,13,16,133.0035302957219,10,95.43485324618055,4026.4383587264856
10,1,1,14,,,True,72,-37.76157428174792,13,13,135.5698839759403,9,88.32732568558038,4051.0733458596073
5,1,11,14,,,True,69,-16.199609572766388,13,61,136.28596707344482,1,37.762085338031795,1824.6257292561124
5,1,16,14,,,True,70,-15.122334661141341,13,46,138.77968803206798,4,35.30727310796033,1665.7090299286808
10,1,16,15,,,True,78,-29.441631980333877,14,4,143.54328184790282,12,69.24525533005965,2905.883080516689
5,1,5,16,,,True,81,-22.291364194460076,15,6,153.90150956999605,6,52.6075951883725,2080.543531851788
10,1,1,16,,,True,82,-30.849472992517097,15,14,154.1415658478661,9,72.90683060593719,2811.234583570369
5,1,8,16,,,True,80,-28.172732934232286,15,1,155.9174821010045,3,66.77699155215544,2436.5605222835143
10,1,14,16,,,True,83,-38.33659324763743,15,9,157.01445250450578,10,90.51841482210071,3548.712197995249
5,1,9,16,,,True,79,-15.24556648154024,15,1,157.01953641480375,3,36.03211798904218,1387.8654765389483
10,1,3,16,,,True,84,-35.34001557837347,15,1,158.12927452937475,12,83.76830072324984,3054.4921484558863
10,1,15,17,,,True,86,-31.23180743691383,16,9,161.91049024385572,10,73.38059317457495,3132.6169451397404
5,1,56,17,,,True,85,-12.14434209152059,16,6,164.08136811365355,2,29.10960439871289,834.1672200590568
10,1,3,17,,,True,87,-36.513426998405926,16,4,166.31493730882008,12,86.88272429566263,2933.895466901455
10,1,1,18,,,True,93,-35.054162302135985,17,7,170.2183074428698,9,82.00918533881094,3750.813611019353
10,1,25,18,,,True,95,-36.11409884532212,17,3,170.39673356819716,12,86.12638206562892,2772.5766984509214
5,1,4,18,,,True,90,-15.40929254701048,17,84,171.39770755602933,5,36.12527051539968,1598.6405680843488
5,1,9,18,,,True,88,-13.29458187668773,17,1,171.7086126751554,3,31.316999443354717,1279.6368322430696
5,1,4,18,,,True,92,-18.427797448959037,17,1,173.95508760044697,7,43.58307577235931,1657.6119000255242
15,1,30,18,,,True,96,-46.20375751797912,17,4,174.25816855927422,14,108.07859833040175,4953.863643030692
5,1,1,18,,,True,89,-15.574325081032715,17,16,174.54184253510041,3,37.22927927277587,1137.6889532039459
5,1,5,18,,,True,91,-29.078676041198776,17,3,175.9527871250565,6,68.26706351351791,2953.084392986014
15,1,31,18,,,True,97,-43.15457403570022,17,1,175.98601193563792,14,101.18767482560241,4465.840175765416
10,1,1,18,,,True,94,-30.38443926167926,17,3,179.97880602693496,10,71.69651530168775,2843.055235006929
10,1,25,19,,,True,101,-27.96846002988146,18,3,183.56437103777947,12,65.48009742020028,2960.7017696689113
10,1,25,19,,,True,102,-36.86280809859114,18,4,185.12845450075218,12,87.25429732785443,3268.4819457489393
5,1,3,19,,,True,99,-17.640059781824778,18,4,185.74919687583233,6,41.44926496608585,1767.2563256507297
5,1,31,19,,,True,98,-20.4458719017576,18,44,188.7593199192719,4,47.89333853629216,2147.560812067892
5,1,34,19,,,True,100,-18.800055323327754,18,1,189.67076367260228,8,44.45958009919772,1693.70547274777
5,1,1,20,,,True,107,-13.475085125019621,19,14,190.32615544389157,8,31.715459112347077,1314.8358001346505
5,1,3,20,,,True,105,-27.93156375382835,19,66,191.75875552400757,5,65.73532121639258,2729.058778785528
5,1,1,20,,,True,104,-23.935555513060716,19,75,192.1381452828372,5,56.50919320063744,2219.797054676231
5,1,18,20,,,True,106,-20.884530946449072,19,16,197.429912095841,8,49.48427144087171,1818.037283500647
5,1,31,20,,,True,103,-22.78129498161807,19,44,198.28969595734546,4,53.61563871064672,2225.065828932303
5,1,18,20,,,True,108,-19.404255272805266,19,1,198.3944318579322,8,45.9045241541281,1737.4093519233784
10,1,8,21,,,True,110,-27.05234186674466,20,5,200.05608033800374,11,63.38043231842434,2833.614898958204
10,1,7,21,,,True,111,-34.80789592327634,20,5,200.82768259155742,11,81.76195581603085,3505.1893281066623
15,1,30,21,,,True,113,-52.84259744485237,20,3,203.10082911517284,14,124.25444601321871,5234.69839927481
15,1,33,21,,,True,112,-48.438077738007394,20,16,203.60794639219017,14,113.73130164640509,4909.261799075595
5,1,30,21,,,True,109,-16.081601171338537,20,1,204.7175487243485,4,37.87114758751633,1555.236893886671
5,1,11,22,,,True,114,-17.36291258658514,21,1,211.44528280160827,3,41.08695336041967,1546.8854040287808
5,1,3,22,,,True,115,-12.765121403462308,21,16,212.3463801102668,8,30.04666871886525,1244.0898598603471
10,1,1,22,,,True,116,-30.37746569494257,21,11,213.23989711425628,9,71.22306646089783,3147.06518430573
15,1,32,22,,,True,117,-48.20064916926661,21,16,216.2325622448768,14,113.42007512962712,4721.0318623596
10,1,9,23,,,True,120,-35.22613791009562,22,14,220.51218550366696,9,83.84646792186317,2812.584568917258
5,1,56,23,,,True,118,-9.571005285924507,22,8,224.58072829737043,2,22.8822546998623,696.8390099659771
15,1,1,23,,,True,121,-44.30861038870567,22,6,225.21111647228747,13,103.65180864641098,4746.478216902121
5,1,6,23,,,True,119,-15.445331851721603,22,15,226.19447764728378,5,36.29157254916467,1547.8380534262226
5,1,56,24,,,True,122,-11.910237191678318,23,6,230.66297807407292,2,28.379553752761154,930.6928176230922
5,1,30,24,,,True,123,-14.392089333864272,23,3,233.55481314932217,4,33.5333974716479,1631.2172420085146
15,1,30,24,,,True,125,-39.074140866473385,23,3,234.70310636382828,14,92.02224690643322,3775.4035065001517
10,1,14,24,,,True,124,-45.22838146631875,23,9,235.93501601391625,10,106.74843797918044,4215.010457744288
5,1,31,25,,,True,126,-15.58273890395914,24,3,240.09332763757772,4,36.784006385633404,1448.5605828429616
15,1,31,25,,,True,131,-57.55353222040977,24,16,243.05438294510188,14,135.90935459604205,5316.317303321584
5,1,1,25,,,True,127,-20.90204357272993,24,14,244.36942069141122,8,49.57525863774333,1786.5668627209975
5,1,1,25,,,True,128,-17.101527618721313,24,14,245.20545097533952,8,40.312269529782014,1627.6996780141806
10,1,6,25,,,True,130,-32.079971697018266,24,1,246.8996739156703,11,75.54085407212347,3106.05011361479
10,1,1,25,,,True,129,-34.356093585876,24,9,248.603760592643,10,80.94863558586431,3294.3989192171293
5,1,56,26,,,True,132,-11.354339242627734,25,17,251.36665330567922,2,27.253849344277967,754.6658415275782
10,1,17,26,,,True,136,-32.6576468920999,25,16,251.8461851477982,10,77.03421671557774,3073.2670097813366
10,1,26,26,,,True,139,-31.763653596496845,25,3,254.7287630799658,12,74.48991415358921,3279.4798917685966
5,1,16,26,,,True,134,-14.522443652046888,25,6,255.85348101126235,6,34.14239811511098,1442.4740100041597
10,1,6,26,,,True,138,-37.132288363458805,25,3,256.50932629314184,11,87.73754932680077,3395.447721230827
5,1,16,26,,,True,133,-14.767842758064775,25,6,257.3739963115217,2,35.03911548524667,1253.6609399435108
5,1,3,26,,,True,135,-25.27087948313641,25,16,257.83158419474967,8,59.566380333954555,2407.2122492576445
10,1,24,26,,,True,137,-39.22602462711083,25,1,259.3375140948786,11,92.38045357744767,3789.7386602196098
5,1,1,27,,,True,148,-28.56406104203823,26,15,260.13176180186093,8,67.21153986556135,2799.075159689479
5,1,53,27,,,True,141,-10.005697563459254,26,6,260.5080512437178,2,23.73020248377287,856.0276165835078
10,1,15,27,,,True,151,-35.711371945299355,26,25,263.06904936073636,10,83.71553641266337,3708.595633723351
5,1,11,27,,,True,144,-15.121112162239083,26,14,263.803244356145,3,35.82328058188688,1319.6665491405504
5,1,3,27,,,True,146,-13.2848166432636,26,15,264.72280783192537,5,31.097846055090088,1409.4637020459409
5,1,16,27,,,True,145,-21.35226294991329,26,3,264.79751755580855,4,50.417275174516476,1975.5881335111649
5,1,56,27,,,True,143,-6.123931525484751,26,6,266.8879631245596,2,14.484480406953082,550.2322711725276
10,1,15,27,,,True,150,-42.46439182573719,26,25,267.21137570257304,10,99.24373868681204,4611.493918353951
5,1,1,27,,,True,149,-25.938534809705573,26,15,267.86014276297516,8,61.43565325834453,2273.7891772795983
5,1,12,27,,,True,147,-24.99220483356943,26,1,268.61254362754977,7,58.70670423336708,2515.871900370995
5,1,69,27,,,True,142,-14.373298477129453,26,6,268.64187416777355,2,34.9335607954564,666.4569315781533
5,1,9,27,,,True,140,-15.005127428863458,26,62,269.2667931517564,1,35.50036039762779,1341.638783020572
15,1,1,28,,,True,153,-43.745799156164495,27,4,272.11350897368953,13,102.77927610644184,4390.147855979599
5,1,16,28,,,True,152,-15.02474551757859,27,4,275.73861399998316,6,35.49042074276474,1380.9620341211516
5,1,3,29,,,True,157,-16.055333970681414,28,1,281.9175866473971,7,37.79360823003475,1563.1511311125234
5,1,1,29,,,True,154,-20.046386708516582,28,44,282.21197482134244,1,47.60655809392955,1672.9391182412721
5,1,3,29,,,True,158,-12.74129021074214,28,16,284.6165365130476,8,30.0468993042316,1204.2174817491643
5,1,3,29,,,True,156,-28.46042788866544,28,84,285.0883155830362,5,67.16474644506235,2657.548851067499
5,1,1,29,,,True,155,-12.245145558518606,28,14,289.4489862815761,3,28.978355242824875,1089.6724356477587
5,1,3,30,,,True,160,-13.95871446749564,29,16,291.1473666665892,8,32.817650730773266,1386.0902919772193
10,1,1,30,,,True,161,-42.06692195501443,29,16,293.42031091148476,10,98.99775243530252,4113.0349681557
15,1,33,30,,,True,162,-49.66302591886233,29,16,296.6061036372244,14,116.49977009027657,5105.196471252829
5,1,56,30,,,True,159,-11.16308887426612,29,7,299.0167611582969,2,26.56759153943335,893.4204308212941
15,1,16,31,,,True,170,-54.672257761759745,30,3,300.4735280746367,14,128.7433259883992,5291.54561066677
10,1,11,31,,,True,166,-26.583506425906826,30,13,301.22686638376337,9,62.73328402528432,2483.654692988496
5,1,35,31,5,route_horizon_exceeded,False,165,-1000000.0,30,1,302.61731375786536,8,,
5,1,56,31,,,True,163,-12.526808675463412,30,6,303.5374728038521,2,29.99252578515575,882.9972690018525
15,1,1,31,,,True,169,-49.56798200203852,30,6,305.3808027845104,13,116.95438638289204,4643.712414802844
10,1,18,31,,,True,168,-24.156655446657023,30,5,307.6118517893695,11,56.95008196521627,2294.371100950859
10,1,7,31,,,True,167,-47.536422366172886,30,9,308.12107868021195,10,111.16803958057744,5115.344223236514
5,1,30,31,,,True,164,-18.994784441236167,30,1,309.61407378673096,4,44.686169713200854,1867.1942599263753
5,1,17,32,,,True,171,-19.352785725041286,31,7,312.6825675530574,6,45.788431919215384,1729.02159559189
15,1,1,32,,,True,172,-44.97140859707229,31,5,319.35388092156535,13,105.37259577372862,4703.950479301398
10,1,11,33,,,True,181,-38.410693215765264,32,13,320.197657018232,9,89.78409664576839,4161.757595763181
5,1,53,33,,,True,173,-11.418115593184861,32,8,320.92639948351973,2,27.07886487506545,977.616071931136
5,1,7,33,,,True,178,-14.653072343202327,32,3,321.8979132941574,7,34.67082942231207,1307.900957129165
5,1,16,33,,,True,177,-16.71043735280831,32,3,321.9405318902907,6,39.385277948411726,1593.876955739364
5,1,31,33,,,True,174,-25.608385066196657,32,3,322.27284804789775,4,60.21821723081621,2535.163623116954
15,1,18,33,,,True,182,-47.19518529139333,32,3,323.1656739462098,13,111.3610378751946,4417.950235525823
5,1,6,33,,,True,175,-21.905491456400043,32,66,324.2595488815248,5,51.67404130769097,2059.7915555394234
10,1,11,33,,,True,180,-39.45447681345717,32,7,324.6156198963001,9,92.33786718014306,4198.883235666577
5,1,4,33,,,True,176,-25.60087721333269,32,15,325.4652478205373,5,60.536797725158124,2310.263538782401
5,1,3,33,,,True,179,-16.56959221248238,32,7,326.90227619301305,8,39.07464988158745,1566.220433079
5,1,9,34,,,True,183,-15.074840444274745,33,61,330.52159568875277,1,35.73293951752254,1302.7743954428806
5,1,13,34,,,True,185,-22.016259781991387,33,3,331.00789698734684,7,52.379739771351126,1773.939789084895
5,1,1,34,,,True,184,-12.82110112563629,33,4,331.44213062272934,6,30.372932595140924,1119.8801459665317
10,1,16,34,,,True,188,-25.492726717016033,33,4,333.9973038886554,12,59.89549385088918,2557.5486277672676
10,1,16,34,,,True,187,-24.907278771067524,33,1,335.27790857312135,12,58.442456833407164,2550.4933961744305
15,1,34,34,,,True,189,-49.439070750197885,33,3,336.69156506198436,13,116.16579421923979,4954.5884375032765
5,1,3,34,,,True,186,-13.562013473376075,33,6,339.2026957092634,8,32.087416922389195,1211.7445073673262
10,1,16,35,,,True,195,-39.43144032988,34,6,340.8686773627334,12,93.19952143703375,3586.0529251108305
10,1,1,35,,,True,194,-33.73562996238698,34,11,342.9370541096236,9,79.2246502467761,3409.6164394609013
5,1,4,35,,,True,192,-18.08949801303879,34,75,344.76806699893433,5,42.5581194036302,1777.0837526445157
5,1,69,35,,,True,191,-10.479432750233322,34,8,346.9465414715291,2,25.18885830009407,673.1490503261547
5,1,11,35,,,True,190,-27.528855285136054,34,61,347.04630118971085,1,64.27113054778539,3034.005110036496
5,1,1,35,,,True,193,-13.484532754435989,34,6,348.0413897379815,6,31.710036281143232,1334.1970699644912
5,1,17,36,,,True,198,-12.267354939248012,35,6,350.8663982240907,6,29.050193915853754,1078.7956215108504
10,1,3,36,,,True,200,-29.782167356814178,35,1,350.9188208621151,12,70.28827151168775,2778.097920231789
15,1,30,36,,,True,202,-50.36672995942907,35,3,351.19458358637064,14,118.75307551617652,4775.832921597434
15,1,18,36,,,True,201,-54.10137239332888,35,5,351.275575902236,13,127.82501254470117,4952.278959080685
15,1,30,36,,,True,203,-65.28026900012443,35,1,353.14630880435453,14,154.04822902058334,6101.628986485147
10,1,8,36,,,True,199,-33.340801064493874,35,5,353.59337363274165,11,78.7946524448937,3038.2334775606555
5,1,30,36,,,True,197,-25.84437689004581,35,1,355.68364933714247,4,60.39614137573085,2809.86723292245
5,1,11,36,,,True,196,-23.604626555482795,35,1,356.993670014611,3,55.33564074953313,2450.6170927825733
5,1,3,37,,,True,206,-12.740441138449498,36,7,362.16107741539093,8,30.105535646308283,1163.7114665436388
15,1,1,37,,,True,207,-35.943651108558285,36,3,366.52407796619025,13,84.6897611184416,3446.2444353027386
5,1,1,37,,,True,204,-19.02426821678118,36,7,368.8158274778994,3,45.6397591082939,1280.607622439364
5,1,6,37,,,True,205,-16.34650538706235,36,15,369.6802100339514,5,38.3350298449858,1687.4890817800513
15,1,32,38,,,True,210,-48.28918032162347,37,3,376.12368961211513,14,112.84924155478143,5249.139499518158
5,1,4,38,,,True,209,-21.008399734413214,37,15,377.8984174169191,5,49.30004948405042,2147.2999013217427
5,1,3,38,,,True,208,-26.962887632405717,37,69,378.4717914602884,5,63.44999225825586,2638.151215172289
5,1,13,39,,,True,213,-17.673732899071737,38,3,384.67521947334353,7,41.86424562007318,1546.7244184041078
10,1,9,39,,,True,216,-37.4886999123317,38,1,385.69787829344347,12,88.39291369838634,3552.5573882952744
10,1,11,39,,,True,215,-30.511795243088443,38,9,385.7856839137947,9,72.21215509352407,2711.5553427980167
5,1,3,39,,,True,214,-7.079159609855945,38,7,385.88290085982965,8,16.684832953760008,675.3773805865685
5,1,16,39,,,True,212,-16.675627860708133,38,6,388.00628667290874,6,39.339556837179146,1566.3418763941204
5,1,56,39,,,True,211,-12.705114317183947,38,6,388.51958671936364,2,30.08887798384461,1115.9385394101685
10,1,1,40,,,True,220,-32.661830094532725,39,3,392.5582237027304,10,76.97103033834168,3122.363265326757
10,1,11,40,,,True,218,-28.292473148004927,39,14,394.87539750445535,9,67.26570636720129,2310.3176685406816
10,1,9,40,,,True,221,-30.712393848845977,39,6,396.9043678464894,11,72.60975808035266,2780.817694508186
5,1,18,40,,,True,217,-11.201628355842072,39,9,397.24624103488907,2,26.782730364662257,814.2270166286144
10,1,11,40,,,True,219,-37.89726961242788,39,9,399.3278027244294,9,89.91208126996236,3220.728507404884
10,1,7,41,,,True,225,-39.237510794229294,40,9,400.33216277747294,10,92.83412269025888,3506.4361968762437
15,1,1,41,,,True,226,-47.92921060715773,40,4,400.56834433972904,13,113.27303536227896,4366.660770410236
5,1,56,41,,,True,222,-12.245014545709342,40,9,400.61241371761196,2,29.3060012524665,871.0234078712351
5,1,32,41,,,True,223,-21.24710639272261,40,1,402.2627385542313,4,49.97319389590757,2096.3813905993065
15,1,30,41,,,True,227,-45.00637524706817,40,16,403.97978488317267,14,105.90838744684368,4405.033780551153
10,1,11,41,,,True,224,-30.10706663457101,40,9,404.12552534076116,9,71.22658536706666,2694.0541462405718
5,1,11,42,,,True,228,-20.051128541761518,41,7,411.0442518479561,3,47.879826776692255,1498.6630518076875
5,1,4,42,,,True,229,-21.18710332597406,41,15,414.1714312192434,5,50.00359137922487,1976.1112904735198
5,1,1,42,,,True,230,-11.919717408907601,41,15,414.6707367789336,5,28.360858714892004,958.9565382513313
10,1,9,42,,,True,231,-33.528154686781996,41,3,417.63494768965796,12,79.36688175364492,2969.0033088733794
10,1,8,43,,,True,232,-31.90941849126478,42,1,423.9330761061224,11,74.9216065371308,3234.6264606874356
10,1,8,43,,,True,233,-39.643650505074106,42,3,425.73634828571215,11,93.2584580709975,3900.4454611251717
15,1,34,43,,,True,234,-49.23478324618607,42,3,425.88431402742805,13,116.0627228101302,4682.823536889979
15,1,3,44,,,True,240,-44.54144434670292,43,4,430.25115210195344,13,103.88593427870495,4978.45105870155
10,1,11,44,,,True,236,-32.576996755802234,43,9,433.1475291113611,9,76.80582298970899,3091.1125998643943
10,1,1,44,,,True,238,-54.539004590907666,43,9,434.76765135168176,10,128.42516755117828,5281.56261739393
10,1,9,44,,,True,237,-42.39049291682431,43,14,435.09717550886194,9,100.53171222299125,3629.680046046342
10,1,1,44,,,True,239,-43.171506243132,43,9,435.15152373894404,10,102.14377309811204,3856.6616731452987
5,1,14,44,,,True,235,-12.660321558463933,43,3,436.16145327338097,4,29.448077239448423,1468.4844378076025
15,1,1,45,,,True,243,-43.98533804033766,44,5,440.70956924366,13,103.29015241830223,4448.795121694613
10,1,8,45,,,True,242,-39.44468571382643,44,3,442.1728244238851,12,93.29307613628077,3545.7587655235343
15,1,18,45,,,True,244,-41.909679195614714,44,3,443.08961022219694,13,98.25748211334917,4344.477250458397
15,1,30,45,,,True,245,-54.31441431412197,44,3,444.3208628209178,14,127.8407653075858,5296.84698514608
5,1,16,45,,,True,241,-15.69787645198983,44,6,446.9585414750959,6,37.208223603970225,1357.6450173362332
10,1,6,46,,,True,250,-41.144655703735864,45,3,451.20201820231836,11,96.99093736900244,3913.801260224801
15,1,1,46,,,True,252,-46.54573315834543,45,5,452.4422578698925,13,109.21774936129748,4764.38902304405
15,1,30,46,,,True,253,-65.39861092996436,45,3,452.60079616983717,14,153.3333771970979,6775.433418542012
5,1,3,46,,,True,249,-12.747085963486855,45,1,453.7330317969212,7,29.576765007262395,1527.2999343031588
10,1,18,46,,,True,251,-45.94123553750713,45,6,453.75074043261105,12,108.18001398240284,4448.716574243327
5,1,1,46,,,True,248,-24.561644037490602,45,4,454.9353430665303,6,58.43643213279063,1978.451973957251
5,1,1,46,,,True,246,-15.727263942214464,45,60,455.2593251975803,1,36.91257970748444,1603.7200987011454
5,1,9,46,,,True,247,-19.659573689019496,45,1,457.1937284905975,3,46.89818024560651,1500.5026512948161
5,1,16,47,,,True,256,-8.618831789676562,46,6,460.8309172252046,6,20.308717167577356,825.5748710760323
5,1,18,47,,,True,254,-10.124382857921521,46,9,461.18290593411575,2,24.364281957846003,631.1167913051997
5,1,5,47,,,True,258,-16.63260843279957,46,1,462.2474131671712,7,39.279398147973325,1534.7486226837377
5,1,9,47,,,True,255,-20.653967245426177,46,6,465.41276646677335,3,48.837396529177056,1865.0143895922577
