action,arm,estimated_count,estimated_mean_reward,execution_count,execution_mean_reward,mean_reward,pull_count,reward_sum,service_id,source_plane,target_plane
add,"[""add"", 1, null, 0]",1.0,0.19920039883226293,1.0,0.4909464442626852,0.34507342154747406,2.0,0.6901468430949481,1,,0
add,"[""add"", 1, null, 1]",1.0,0.5077766367723199,1.0,0.5218040680566909,0.5147903524145054,2.0,1.0295807048290109,1,,1
add,"[""add"", 1, null, 2]",1.0,0.13621615742548548,1.0,0.5090593019676998,0.32263772969659266,2.0,0.6452754593931853,1,,2
add,"[""add"", 1, null, 3]",1.0,0.29508088345379985,1.0,0.5506155223279284,0.4228482028908641,2.0,0.8456964057817282,1,,3
add,"[""add"", 1, null, 4]",1.0,0.30275626941913925,1.0,0.5513830609244624,0.42706966517180084,2.0,0.8541393303436017,1,,4
add,"[""add"", 10, null, 0]",1.0,2.873909996219828,1.0,0.5788032246763173,1.7263566104480725,2.0,3.452713220896145,10,,0
add,"[""add"", 10, null, 1]",1.0,3.0016947898434987,1.0,0.5915817040386844,1.7966382469410915,2.0,3.593276493882183,10,,1
add,"[""add"", 10, null, 2]",1.0,1.7472810301160262,1.0,0.48927864807773114,1.1182798390968787,2.0,2.2365596781937573,10,,2
add,"[""add"", 10, null, 3]",1.0,2.588603949686498,1.0,0.551744844765863,1.5701743972261806,2.0,3.140348794452361,10,,3
add,"[""add"", 10, null, 4]",1.0,1.9360597207151065,1.0,0.5889654826662116,1.2625126016906592,2.0,2.5250252033813183,10,,4
add,"[""add"", 10, null, 5]",1.0,1.7195739046623424,1.0,0.5539630514223789,1.1367684780423606,2.0,2.273536956084721,10,,5
add,"[""add"", 10, null, 6]",1.0,1.9432741255888968,1.0,0.5087052248143297,1.2259896752016133,2.0,2.4519793504032266,10,,6
add,"[""add"", 11, null, 0]",1.0,0.23683501264914408,1.0,0.43420258090112784,0.33551879677513596,2.0,0.6710375935502719,11,,0
add,"[""add"", 11, null, 1]",1.0,0.48310135789958975,1.0,0.4588292154261724,0.47096528666288107,2.0,0.9419305733257621,11,,1
add,"[""add"", 11, null, 2]",1.0,0.4668343137548936,1.0,0.45720251101170273,0.46201841238329816,2.0,0.9240368247665963,11,,2
