action,arm_key,cross_orbit_transfer,epoch,estimated_reward,execution_feedback_reward,expected_saving,migration_cost,migration_delay_s,migration_energy_j,migration_route_mode,selected_source_node,service_id,source_node,source_plane,target_node,target_plane
add,"['add', 25, None, 3]",True,90,1.7934946306514044,0.0,2.141419389303885,0.34792475865248085,0.5155307544360994,0.5215140116739448,min_cost_max_flow,41,25,,,61,3
add,"['add', 29, None, 3]",True,90,1.8636561157132674,0.0,2.031122633136875,0.16746651742360738,0.1942820366612068,0.2346358876774817,min_cost_max_flow,44,29,,,62,3
add,"['add', 28, None, 5]",True,100,1.9748585402745968,0.0,2.232328206184505,0.25746966590990794,0.3524833535637981,0.1712282090584467,min_cost_max_flow,109,28,,,92,5
move,"['move', 3, 1, 0]",True,100,1.4959936688881383,0.0,1.982568286708867,0.48657461782072864,0.7086355879266648,1.2911977205138334,min_cost_max_flow,22,3,22,1,1,0
move,"['move', 3, 2, 4]",True,100,1.5661311476252517,0.0,1.982568286708867,0.41643713908361524,0.5339934951070973,0.8234617050366605,min_cost_max_flow,37,3,37,2,76,4
move,"['move', 3, 3, 4]",True,100,1.5197889047637967,0.0,1.982568286708867,0.4627793819450703,0.6495973361463712,0.9913057812791065,min_cost_max_flow,56,3,56,3,77,4
add,"['add', 24, None, 0]",True,110,1.5189235753202743,0.0,1.9320324139281713,0.413108838607897,0.8011625039981709,0.22966256252444053,min_cost_max_flow,47,24,,,10,0
move,"['move', 28, 0, 2]",True,110,1.4504162142272286,0.0,1.8221507538919384,0.37173453966470976,0.5874030709026101,0.6662062411867657,min_cost_max_flow,14,28,14,0,37,2
move,"['move', 28, 1, 2]",True,110,1.336077615784549,0.0,1.8221507538919384,0.4860731381073893,0.8731018446671897,0.7646878025996524,min_cost_max_flow,27,28,27,1,38,2
move,"['move', 28, 1, 7]",True,110,1.211161985088048,0.0,1.8221507538919384,0.6109887688038904,1.1840658053730522,1.6480984928598374,min_cost_max_flow,29,28,29,1,131,7
move,"['move', 8, 1, 4]",True,120,2.1896435725917662,0.0,2.6491250474001324,0.45948147480836643,0.812610283631102,1.1429668464806433,min_cost_max_flow,23,8,23,1,80,4
move,"['move', 8, 2, 4]",True,120,2.3322942430342244,0.0,2.6491250474001324,0.316830804365908,0.45682742164149204,0.5804241021232547,min_cost_max_flow,43,8,43,2,81,4
move,"['move', 8, 3, 4]",True,120,2.354566683035744,0.0,2.6491250474001324,0.347484488239388,0.5333774738501234,0.6365290855023333,min_cost_max_flow,59,8,59,3,82,4
move,"['move', 8, 3, 6]",True,120,2.337051011139771,0.0,2.6491250474001324,0.3120740362603615,0.4446469782456006,0.7727728568067036,min_cost_max_flow,64,8,64,3,115,6
add,"['add', 7, None, 0]",True,130,1.2063395265796444,0.0,1.5453817563489836,0.33904222976933923,0.45872481625610817,0.41477482511840547,min_cost_max_flow,176,7,,,14,0
add,"['add', 7, None, 2]",True,130,1.1061584563399918,0.0,1.5453817563489836,0.43922330000899173,0.7083815300229617,0.9454160466369155,min_cost_max_flow,117,7,,,43,2
add,"['add', 26, None, 0]",True,130,0.9946592639434664,0.0,1.427852497874587,0.4331932339311206,0.6206489530404724,1.2772389465806626,min_cost_max_flow,40,26,,,1,0
add,"['add', 26, None, 3]",True,130,1.1419203802835904,0.0,1.427852497874587,0.28593211759099657,0.25354837003987996,0.5757670467689476,min_cost_max_flow,49,26,,,64,3
move,"['move', 3, 0, 1]",True,140,1.9906781632090387,0.0,2.433172703990907,0.442494540781868,0.5984779069524393,1.2628566385632234,min_cost_max_flow,1,3,1,0,22,1
move,"['move', 3, 4, 1]",True,140,1.9655812089499438,0.0,2.433172703990907,0.467591495040963,0.6610652435181237,1.3662226932652761,min_cost_max_flow,75,3,75,4,23,1
move,"['move', 3, 4, 3]",True,140,1.9612084980589795,0.0,2.433172703990907,0.47196420593192734,0.6728364816433441,0.806582094725608,min_cost_max_flow,76,3,76,4,56,3
move,"['move', 3, 4, 2]",True,140,1.8424329751405408,0.0,2.433172703990907,0.5907397288503659,0.9689706875951742,1.3429829909029178,min_cost_max_flow,77,3,77,4,43,2
move,"['move', 3, 1, 4]",True,150,0.8621000229404737,0.0,1.3097820946229817,0.44768207168250795,0.6110760647670759,1.5099695965387365,min_cost_max_flow,22,3,22,1,75,4
move,"['move', 3, 1, 6]",True,150,0.46333739631826554,0.0,1.3097820946229817,0.8464446983047161,1.605821543276079,2.9506949608835353,min_cost_max_flow,23,3,23,1,118,6
move,"['move', 3, 5, 0]",True,150,0.5632755596778153,0.0,1.3097820946229817,0.7465065349451664,1.356707817977167,2.4629062275754006,min_cost_max_flow,91,3,91,5,1,0
move,"['move', 3, 6, 0]",True,150,0.16342989159929433,0.0,1.3097820946229817,1.1814177476486873,2.4442748147016573,2.2702629171168,min_cost_max_flow,114,3,114,6,2,0
move,"['move', 13, 0, 6]",True,160,1.273460563536587,0.0,1.6769515315069299,0.40349096797034284,0.7693977140090738,1.2514114335079398,min_cost_max_flow,16,13,16,0,119,6
move,"['move', 13, 2, 6]",True,160,1.1801382808093601,0.0,1.6769515315069299,0.4968132506975699,1.0027971413769592,1.1889310669626216,min_cost_max_flow,41,13,41,2,120,6
move,"['move', 13, 3, 6]",True,160,1.2259930864439168,0.0,1.6769515315069299,0.45095844506301297,0.8884119135298079,1.0210735741353585,min_cost_max_flow,57,13,57,3,121,6
move,"['move', 13, 3, 1]",True,160,1.4682833376273354,0.0,1.6769515315069299,0.20866819387959457,0.2834213013779845,0.5310630363203911,min_cost_max_flow,58,13,58,3,22,1
move,"['move', 8, 4, 0]",True,170,1.775654876330358,0.0,2.2845916216790734,0.5089367453487156,0.9359826972834071,1.3201419788592508,min_cost_max_flow,80,8,80,4,16,0
move,"['move', 8, 4, 1]",True,170,1.8358680801680058,0.0,2.2845916216790734,0.4487235415110676,0.7864070556995557,0.6818966386801497,min_cost_max_flow,81,8,81,4,23,1
move,"['move', 8, 5, 0]",True,170,1.8773169927353108,0.0,2.2845916216790734,0.40727462894376254,0.6821184698299021,1.126099606274193,min_cost_max_flow,97,8,97,5,5,0
move,"['move', 8, 6, 0]",True,170,1.873766809295228,0.0,2.2845916216790734,0.4443531658838454,0.7750625013213721,0.9609735120988494,min_cost_max_flow,113,8,113,6,7,0
move,"['move', 3, 2, 5]",True,180,1.1240826073557306,0.0,1.6046856787990156,0.48060307144328496,0.6944882633201814,0.7701701624301297,min_cost_max_flow,43,3,43,2,97,5
move,"['move', 3, 3, 5]",True,180,1.1771420821224519,0.0,1.6046856787990156,0.4275435966765636,0.5622198433729864,0.5166588493578378,min_cost_max_flow,56,3,56,3,91,5
move,"['move', 3, 4, 5]",True,180,1.1727465241895878,0.0,1.6046856787990156,0.4319391546094278,0.5726097566091539,0.9159799133529314,min_cost_max_flow,75,3,75,4,96,5
move,"['move', 3, 6, 5]",True,180,1.2775659508866741,0.0,1.6046856787990156,0.408949702579008,0.5151692181082126,0.8939188632809949,min_cost_max_flow,118,3,118,6,98,5
move,"['move', 8, 0, 5]",True,190,2.2351614771946617,0.0,2.569186327320455,0.35799644525079294,0.5593755719169167,0.8243920599816905,min_cost_max_flow,5,8,5,0,97,5
move,"['move', 8, 1, 3]",True,190,2.3094510650004025,0.0,2.569186327320455,0.25973526232005223,0.3140151688317019,0.6293558988904584,min_cost_max_flow,23,8,23,1,56,3
move,"['move', 8, 4, 2]",True,190,2.033006909358562,0.0,2.569186327320455,0.5361794179618928,1.0045018339176295,1.0451719113395979,min_cost_max_flow,82,8,82,4,41,2
move,"['move', 8, 6, 3]",True,190,2.1267455429731457,0.0,2.569186327320455,0.44244078434730927,0.7701663585980896,1.0377661000603708,min_cost_max_flow,115,8,115,6,57,3
move,"['move', 8, 0, 4]",True,200,1.9212619182646695,0.0,2.3474820373200678,0.42622011905539836,0.7299166817276728,0.8364418604867299,min_cost_max_flow,7,8,7,0,75,4
move,"['move', 8, 2, 1]",True,200,2.129635510624491,0.0,2.3474820373200678,0.21784652669557672,0.20978429089223027,0.30204848441237986,min_cost_max_flow,41,8,41,2,23,1
move,"['move', 8, 3, 1]",True,200,1.9323855578312874,0.0,2.3474820373200678,0.41509647948878037,0.7020182651783671,0.8959869489938077,min_cost_max_flow,56,8,56,3,25,1
move,"['move', 8, 5, 1]",True,200,2.0061799818067287,0.0,2.3474820373200678,0.341302055513339,0.5181337154403991,0.4949801485701353,min_cost_max_flow,97,8,97,5,26,1
add,"['add', 16, None, 3]",True,210,1.703127432812829,0.0,2.0200886013155968,0.3169611685027678,0.35392768297992916,0.7770889423770492,min_cost_max_flow,54,16,,,56,3
add,"['add', 16, None, 4]",True,210,1.653745030929592,0.0,2.0200886013155968,0.36634357038600485,0.4770769509711954,0.9815800869280071,min_cost_max_flow,109,16,,,76,4
add,"['add', 16, None, 8]",True,210,1.7615370800423482,0.0,2.0200886013155968,0.2585515212732485,0.2085062675298559,0.3752871932271329,min_cost_max_flow,128,16,,,145,8
move,"['move', 3, 0, 3]",True,210,0.9910979702220136,0.0,1.973335628778797,1.0964890051817835,2.2324190339222696,1.9595459918690779,min_cost_max_flow,2,3,2,0,58,3
move,"['move', 3, 0, 4]",True,220,0.9677471214005969,0.0,1.9084288264073819,0.9406817050067849,1.841082281630861,3.1718805611433414,min_cost_max_flow,1,3,1,0,77,4
move,"['move', 3, 3, 1]",True,220,1.386213882162596,0.0,1.9084288264073819,0.5222149442447859,0.797580208189629,1.3953282519664754,min_cost_max_flow,58,3,58,3,24,1
move,"['move', 3, 5, 4]",True,220,1.366648265900992,0.0,1.9084288264073819,0.5417805605063898,0.8467903844680222,1.1979045023774288,min_cost_max_flow,91,3,91,5,78,4
move,"['move', 3, 5, 1]",True,220,0.9869806270054876,0.0,1.9084288264073819,0.9214481994018943,1.7950734058817943,1.7886217190368838,min_cost_max_flow,96,3,96,5,27,1
add,"['add', 22, None, 6]",True,230,1.7757082410430902,0.0,2.2270537659114034,0.4513455248683132,0.7852042507020087,1.0280279630818043,min_cost_max_flow,142,22,,,113,6
add,"['add', 22, None, 0]",True,230,1.7479550037665952,0.0,2.2270537659114034,0.4790987621448081,0.8544352559692925,1.129419912384318,min_cost_max_flow,86,22,,,1,0
add,"['add', 22, None, 3]",True,230,1.818637537790024,0.0,2.2270537659114034,0.4084162281213794,0.6773579135724503,1.3767581378977165,min_cost_max_flow,1,22,,,58,3
move,"['move', 29, 0, 7]",True,230,1.431020280822956,0.0,1.8952746020085924,0.46425432118563653,0.8852712769294158,0.88814864558672,min_cost_max_flow,11,29,11,0,132,7
move,"['move', 8, 1, 2]",True,240,1.561903924601277,0.0,1.7546058991453437,0.19270197454406687,0.1470778690568295,0.1987427888297809,min_cost_max_flow,23,8,23,1,41,2
move,"['move', 8, 1, 5]",True,240,1.1170934988331402,0.0,1.7546058991453437,0.6375124003122035,1.2567410216756798,1.7740173231571794,min_cost_max_flow,25,8,25,1,91,5
move,"['move', 8, 1, 6]",True,240,1.183331652549052,0.0,1.7546058991453437,0.5712742465962916,1.092420543607659,0.9240798419844344,min_cost_max_flow,26,8,26,1,114,6
move,"['move', 8, 3, 2]",True,240,1.3188994873926556,0.0,1.7546058991453437,0.43570641175268815,0.754008915634131,0.5854404183308664,min_cost_max_flow,57,8,57,3,42,2
add,"['add', 22, None, 9]",True,250,2.569454175000322,0.0,3.028848077582048,0.4593939025817257,0.8060541322556674,0.5420697829969551,min_cost_max_flow,113,22,,,166,9
add,"['add', 22, None, 5]",True,250,2.668389707515834,0.0,3.028848077582048,0.3604583700662142,0.5579286604297522,1.0664968077545,min_cost_max_flow,84,22,,,96,5
move,"['move', 3, 1, 3]",True,250,2.0717543207444846,0.0,2.8815054566858644,0.8627458151080466,1.6484255301324993,1.7165650621540234,min_cost_max_flow,27,3,27,1,57,3
move,"['move', 3, 1, 2]",True,250,2.2225431767945665,0.0,2.8815054566858644,0.6589622798912982,1.1411191964507452,0.2815621554095014,min_cost_max_flow,24,3,24,1,43,2
move,"['move', 8, 2, 3]",True,260,2.218081383332726,0.0,2.4226839481216897,0.20460256478896363,0.17694059264204043,0.12457747351708646,min_cost_max_flow,41,8,41,2,59,3
move,"['move', 8, 2, 6]",True,260,1.757283120591667,0.0,2.4226839481216897,0.6654008275300226,1.327659083679464,0.9760213503329921,min_cost_max_flow,42,8,42,2,115,6
move,"['move', 8, 4, 6]",True,260,1.9053845054856708,0.0,2.4226839481216897,0.5172994426360188,0.9570531808085434,1.2109817742736149,min_cost_max_flow,75,8,75,4,118,6
move,"['move', 8, 5, 3]",True,260,1.9007677558393157,0.0,2.4226839481216897,0.5219161922823742,0.9687022429111494,1.1395231164620947,min_cost_max_flow,91,8,91,5,63,3
add,"['add', 14, None, 1]",True,270,2.070795519645976,0.0,2.2364009161219696,0.16560539647599362,0.20790643673763043,0.29411139025086885,min_cost_max_flow,58,14,,,23,1
move,"['move', 8, 6, 1]",True,270,1.5718461178572989,0.0,2.1270312193700405,0.5551851015127416,1.0517174235033053,1.244251438970282,min_cost_max_flow,114,8,114,6,24,1
move,"['move', 8, 6, 4]",True,270,1.7115391244788865,0.0,2.1270312193700405,0.4154920948911539,0.7029296897667336,0.9477295607054177,min_cost_max_flow,115,8,115,6,75,4
move,"['move', 8, 6, 2]",True,270,1.593837235366193,0.0,2.1270312193700405,0.5331939840038474,0.9968749993886377,1.1540050005917581,min_cost_max_flow,117,8,117,6,41,2
add,"['add', 16, None, 0]",True,280,2.04731197760209,0.0,2.516309209375851,0.4689972317737611,0.7331009644340156,1.3883400913082733,min_cost_max_flow,54,16,,,3,0
add,"['add', 16, None, 1]",True,280,1.976461033967651,0.0,2.516309209375851,0.5398481754082,0.9111272989480312,0.7890231393626401,min_cost_max_flow,3,16,,,25,1
move,"['move', 21, 1, 0]",True,280,1.8389994574191706,0.0,2.5004328927405486,0.713096574321378,1.3340493426098874,2.37828849914694,min_cost_max_flow,31,21,31,1,4,0
move,"['move', 21, 2, 0]",True,280,2.182830345675531,0.0,2.5004328927405486,0.3176025470650179,0.34809421766522064,0.5249930349910655,min_cost_max_flow,39,21,39,2,5,0
move,"['move', 13, 1, 0]",True,290,1.7898934001275086,0.0,1.9735130765924564,0.1836196764649477,0.2212064564132561,0.2600973217278604,min_cost_max_flow,22,13,22,1,7,0
move,"['move', 13, 4, 0]",True,290,1.5990817796703451,0.0,1.9735130765924564,0.37443129692211125,0.6975729902064813,0.7017755548502453,min_cost_max_flow,78,13,78,4,8,0
move,"['move', 13, 5, 0]",True,290,1.595623294115637,0.0,1.9735130765924564,0.6783940282268195,1.457184283310653,0.8987989932494901,min_cost_max_flow,101,13,101,5,9,0
move,"['move', 13, 5, 2]",True,290,1.539704726447854,0.0,1.9735130765924564,0.43380835014460245,0.8456143161120053,0.9693136553195225,min_cost_max_flow,105,13,105,5,39,2
move,"['move', 29, 0, 8]",True,300,2.1835001923771373,0.0,2.570151778363237,0.3866515859860998,0.691396515703218,0.8000974638240707,min_cost_max_flow,17,29,17,0,149,8
move,"['move', 29, 1, 8]",True,300,2.122676839749072,0.0,2.570151778363237,0.46310601944749835,0.8820385815679401,1.1294426563401814,min_cost_max_flow,28,29,28,1,150,8
move,"['move', 29, 2, 8]",True,300,2.1193789382701476,0.0,2.570151778363237,0.45077284009308966,0.8511591977367061,1.1603996198150797,min_cost_max_flow,44,29,44,2,151,8
move,"['move', 29, 3, 8]",True,300,2.136327705086608,0.0,2.570151778363237,0.43382407327662914,0.8088379078039907,1.1266482141911929,min_cost_max_flow,62,29,62,3,153,8
move,"['move', 3, 2, 1]",True,310,1.2239712209554554,0.0,1.9052624679828862,0.6812912470274307,1.194744365661336,1.746394575236659,min_cost_max_flow,43,3,43,2,31,1
move,"['move', 3, 4, 0]",True,310,1.0397945523993086,0.0,1.9052624679828862,0.8654679155835775,1.6541508965933645,2.4364882141288597,min_cost_max_flow,77,3,77,4,11,0
move,"['move', 3, 6, 1]",True,310,1.282531759845041,0.0,1.9052624679828862,0.6227307081378453,1.0490771578070053,1.2569683288145548,min_cost_max_flow,116,3,116,6,22,1
move,"['move', 3, 7, 1]",True,310,0.9247405220614849,0.0,1.9052624679828862,0.9805219459214013,1.941548125479585,2.5950528530212837,min_cost_max_flow,138,3,138,7,26,1
move,"['move', 8, 0, 7]",True,320,1.8310825547237966,0.0,2.3502921112291317,0.5192095565053352,0.9624996784677933,0.7635064503011266,min_cost_max_flow,16,8,16,0,138,7
move,"['move', 8, 1, 7]",True,320,1.8228434412853545,0.0,2.3502921112291317,0.5274486699437773,0.9825923364783193,1.1002568406871778,min_cost_max_flow,24,8,24,1,134,7
move,"['move', 8, 2, 5]",True,320,1.8595063968684915,0.0,2.3502921112291317,0.4907857143606401,0.8908533919493493,1.1546272214385724,min_cost_max_flow,41,8,41,2,105,5
move,"['move', 8, 3, 5]",True,320,1.893846671527833,0.0,2.3502921112291317,0.4564454397012987,0.8057359504387023,0.6657971296341756,min_cost_max_flow,59,8,59,3,91,5
move,"['move', 8, 5, 2]",True,330,1.309738745107957,0.0,1.7468156029584208,0.43707685785046385,0.7572290841421818,0.7227382425897452,min_cost_max_flow,91,8,91,5,41,2
move,"['move', 8, 7, 0]",True,330,1.3476541855278594,0.0,1.7468156029584208,0.3991614174305613,0.6622562346606173,0.8455705304618829,min_cost_max_flow,129,8,129,7,16,0
move,"['move', 8, 7, 1]",True,330,1.4227252808481148,0.0,1.7468156029584208,0.324090322110306,0.4746381953564196,0.8057711995015169,min_cost_max_flow,134,8,134,7,24,1
move,"['move', 8, 7, 2]",True,330,1.0846884036179618,0.0,1.7468156029584208,0.6621271993404589,1.3191240934766029,1.209967836300816,min_cost_max_flow,138,8,138,7,42,2
move,"['move', 8, 2, 7]",True,340,1.4629395669404437,0.0,2.1224191295287373,0.6594795625882937,1.3115391932838065,1.8538400445562961,min_cost_max_flow,41,8,41,2,138,7
move,"['move', 8, 3, 7]",True,340,1.765406186042062,0.0,2.1224191295287373,0.37044635161167544,0.5904335007371628,0.8689501146218356,min_cost_max_flow,63,8,63,3,129,7
move,"['move', 8, 4, 7]",True,340,1.6825172153665666,0.0,2.1224191295287373,0.43990191416217084,0.7637251320570613,1.1004668188484823,min_cost_max_flow,75,8,75,4,134,7
move,"['move', 8, 5, 7]",True,340,1.7191126968153658,0.0,2.1224191295287373,0.4033064327133716,0.6727613685743563,0.7505067259863496,min_cost_max_flow,105,8,105,5,136,7
move,"['move', 6, 0, 4]",True,350,1.4072105132978123,0.0,2.124958435968433,0.7177479226706206,1.2767872657127555,2.233603244688257,min_cost_max_flow,15,6,15,0,75,4
move,"['move', 6, 1, 4]",True,350,1.6024638720254138,0.0,2.124958435968433,0.5224945639430191,0.7904413706628475,1.0419353986242545,min_cost_max_flow,23,6,23,1,77,4
move,"['move', 6, 1, 7]",True,350,1.2440657512242854,0.0,2.124958435968433,0.8808926847441475,1.6845223060158787,2.3181798318175657,min_cost_max_flow,24,6,24,1,135,7
move,"['move', 6, 2, 4]",True,350,1.7268286194769025,0.0,2.124958435968433,0.49113475599153056,0.7122298169488204,0.9166246221614296,min_cost_max_flow,38,6,38,2,78,4
move,"['move', 21, 0, 1]",True,360,1.8853176923910888,0.0,2.2005013356953245,0.3151836433042357,0.3421741463826038,0.4402009554320022,min_cost_max_flow,4,21,4,0,23,1
move,"['move', 21, 0, 2]",True,360,1.771118939496901,0.0,2.2005013356953245,0.4293823961984235,0.627425854570447,0.6036503205161448,min_cost_max_flow,5,21,5,0,41,2
move,"['move', 21, 3, 1]",True,360,1.7704045641455401,0.0,2.2005013356953245,0.43009677154978426,0.6287280509613993,0.9261449788158815,min_cost_max_flow,55,21,55,3,24,1
move,"['move', 21, 4, 1]",True,360,1.5978912246346866,0.0,2.2005013356953245,0.6026101110606379,1.058156864085504,2.162502080835437,min_cost_max_flow,73,21,73,4,29,1
move,"['move', 8, 6, 5]",True,370,1.379177652629833,0.0,1.7560742088434946,0.37689655621366164,0.6069777707557478,0.5897777722088259,min_cost_max_flow,118,8,118,6,105,5
move,"['move', 8, 7, 5]",True,370,1.4845571207677315,0.0,1.7560742088434946,0.2715170880757632,0.3439101339899935,0.3357553862142914,min_cost_max_flow,129,8,129,7,91,5
move,"['move', 8, 7, 3]",True,370,1.2547772957063053,0.0,1.7560742088434946,0.5012969131371894,0.9168774890094937,1.323893808924379,min_cost_max_flow,134,8,134,7,55,3
move,"['move', 8, 7, 4]",True,370,1.221245829873262,0.0,1.7560742088434946,0.5348283789702326,1.000395499429942,1.5309965836975223,min_cost_max_flow,136,8,136,7,73,4
move,"['move', 6, 2, 0]",True,380,1.254670818268486,0.0,1.6757176308330495,0.42104681256456344,0.5369536575421989,0.9541585149639074,min_cost_max_flow,49,6,49,2,15,0
move,"['move', 6, 3, 0]",True,380,0.8547418139604299,0.0,1.6757176308330495,0.8596934183726196,1.6317826939234692,2.1458106075438543,min_cost_max_flow,72,6,72,3,4,0
move,"['move', 6, 3, 1]",True,380,0.511522015948348,0.0,1.6757176308330495,1.2020680637597014,2.4890570402294543,1.2539887153571483,min_cost_max_flow,68,6,68,3,27,1
move,"['move', 6, 4, 0]",True,380,0.8629838599328578,0.0,1.6757176308330495,0.8127337709001917,1.5147488227989925,1.9023122364819658,min_cost_max_flow,75,6,75,4,5,0
move,"['move', 6, 0, 3]",True,390,1.3583976051210835,0.0,2.1178676831076837,0.7594700779866003,1.3817560754450824,1.7913222831028854,min_cost_max_flow,4,6,4,0,62,3
move,"['move', 6, 0, 2]",True,390,1.337804980463277,0.0,2.1178676831076837,0.7800627026444068,1.4335040255700733,1.6137299627865997,min_cost_max_flow,5,6,5,0,43,2
